Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,106.24M,296.11M,679.38M,1.02B,1.61B
Cash & Short Term Investments Growth,-,178.72%,129.44%,49.64%,58.64%
Cash Only,106.24M,296.11M,679.38M,119.32M,473.24M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,31.25%,41.52%,56.61%,48.89%,52.29%
Total Accounts Receivable,78.94M,160.47M,200.04M,357.13M,473.03M
Total Accounts Receivable Growth,-,103.28%,24.66%,78.53%,32.45%
"Accounts Receivables, Net",78.94M,160.47M,200.04M,357.13M,473.03M
"Accounts Receivables, Gross",81.08M,161.03M,200.51M,358.72M,474.01M
Bad Debt/Doubtful Accounts,(2.14M),(564K),(462K),(1.59M),(979K)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,4.01,3.89,3.87,3.87,4.93
Inventories,16.27M,32.06M,41.76M,74.4M,149.71M
Finished Goods,15.3M,27.86M,31.62M,48.97M,114.73M
Work in Progress,-,-,-,-,-
Raw Materials,970K,4.2M,10.14M,25.43M,34.98M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,20.86M,11.02M,11.88M,14.28M,28.69M
Miscellaneous Current Assets,20.86M,11.02M,11.88M,14.28M,28.69M
Total Current Assets,222.3M,499.66M,933.06M,1.46B,2.26B
"Net Property, Plant & Equipment",21M,39.05M,60.67M,96.59M,132.75M
"Property, Plant & Equipment - Gross",72.9M,91.15M,122.37M,173.95M,236.84M
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,114K,114K
Computer Software and Equipment,15.07M,13.35M,19.98M,33.98M,50.19M
"Other Property, Plant & Equipment",10.72M,11.12M,11.55M,15.74M,19.17M
Accumulated Depreciation,51.9M,52.1M,61.7M,77.37M,104.09M
Total Investments and Advances,-,-,-,41.04M,56.78M
Other Long-Term Investments,-,-,-,41.04M,56.78M
Long-Term Note Receivables,-,-,51.99M,69.58M,100.99M
Intangible Assets,60.09M,55.36M,53.59M,279.01M,313.1M
Net Goodwill,24.78M,24.78M,24.78M,181.25M,213.56M
Net Other Intangibles,35.31M,30.58M,28.81M,97.76M,99.54M
Other Assets,36.55M,44.62M,7.89M,8.1M,11.52M
Total Assets,339.94M,713.22M,1.2B,2.08B,3.08B
Total Assets Growth,-,109.81%,68.26%,73.26%,48.34%
