Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,161M,99M,587M,153M,184M
Cash & Short Term Investments Growth,-,-38.51%,492.93%,-73.94%,20.26%
Cash Only,158M,91M,576M,136M,117M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,0.72%,0.42%,2.27%,0.57%,0.64%
Total Accounts Receivable,487M,482M,560M,568M,723.5M
Total Accounts Receivable Growth,-,-1.03%,16.18%,1.43%,27.38%
"Accounts Receivables, Net",487M,466M,527M,519M,609M
"Accounts Receivables, Gross",532M,507M,587M,594M,669M
Bad Debt/Doubtful Accounts,(45M),(41M),(60M),(75M),(60M)
Other Receivable,-,16M,33M,49M,114.5M
Accounts Receivable Turnover,7.06,7.49,6.74,6.92,5.24
Inventories,41M,44M,47M,57M,98M
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,41M,44M,47M,57M,98M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,92M,660M,712M,776M,244.5M
Miscellaneous Current Assets,92M,660M,712M,776M,244.5M
Total Current Assets,781M,1.29B,1.91B,1.55B,1.25B
"Net Property, Plant & Equipment",17.41B,18.34B,19.81B,21.18B,23.31B
"Property, Plant & Equipment - Gross",23.2B,24.04B,25.71B,27.51B,29.82B
Buildings,-,-,-,-,-
Land & Improvements,155M,166M,174M,210M,239M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",20.83B,21.23B,22.6B,24.07B,26.23B
Accumulated Depreciation,5.8B,5.71B,5.9B,6.33B,6.51B
Total Investments and Advances,1M,1M,-,-,147M
Other Long-Term Investments,1M,1M,-,-,147M
Long-Term Note Receivables,-,148M,131M,115M,-
Intangible Assets,1.66B,1.57B,1.56B,1.14B,1.14B
Net Goodwill,1.58B,1.5B,1.5B,1.14B,1.14B
Net Other Intangibles,84M,67M,55M,-,-
Other Assets,1.37B,1.35B,1.37B,2.09B,1.94B
Total Assets,22.22B,23.79B,25.83B,27.01B,28.55B
Total Assets Growth,-,7.07%,8.59%,4.56%,5.72%
