Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,323M,151M,89M,394M,917M
Cash & Short Term Investments Growth,-,-53.25%,-41.06%,342.70%,132.74%
Cash Only,152M,70M,89M,394M,917M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,0.57%,0.23%,0.13%,0.53%,1.18%
Total Accounts Receivable,1.4B,1.39B,2.43B,2.19B,2.34B
Total Accounts Receivable Growth,-,-0.64%,74.10%,-9.68%,6.57%
"Accounts Receivables, Net",1.21B,1.28B,1.65B,2.19B,2.34B
"Accounts Receivables, Gross",1.26B,1.33B,1.84B,2.39B,2.68B
Bad Debt/Doubtful Accounts,(52M),(50M),(188M),(193M),(347M)
Other Receivable,191M,118M,776M,-,-
Accounts Receivable Turnover,9.02,8.86,5.59,6.80,7.37
Inventories,282M,364M,405M,420M,474M
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,282M,364M,405M,420M,474M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,1.35B,1.65B,2.14B,2.49B,3.34B
Miscellaneous Current Assets,1.2B,1.44B,1.86B,2.23B,3.1B
Total Current Assets,3.36B,3.56B,5.06B,5.49B,7.07B
"Net Property, Plant & Equipment",41.35B,44.98B,48.93B,52.63B,54.93B
"Property, Plant & Equipment - Gross",51B,55.02B,59.7B,64.14B,67.29B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",291M,302M,411M,424M,440M
Accumulated Depreciation,9.65B,10.04B,10.78B,11.51B,12.37B
Total Investments and Advances,4.18B,4.63B,4.9B,4.93B,4B
Other Long-Term Investments,4.18B,4.63B,4.9B,4.93B,4B
Long-Term Note Receivables,-,-,75M,197M,467M
Intangible Assets,-,-,-,-,-
Net Goodwill,-,-,-,-,-
Net Other Intangibles,-,-,-,-,-
Other Assets,7.83B,11.22B,10.41B,11.5B,11.57B
Total Assets,56.72B,64.38B,69.37B,74.75B,78.04B
Total Assets Growth,-,13.52%,7.75%,7.75%,4.41%
