Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,542.8M,617.9M,802.1M,378.1M,375.7M
Cash & Short Term Investments Growth,-,13.84%,29.81%,-52.86%,-0.63%
Cash Only,542.8M,617.9M,802.1M,378.1M,375.7M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,2.25%,2.51%,3.28%,1.61%,1.78%
Total Accounts Receivable,1.28B,1.36B,1.45B,1.26B,1.38B
Total Accounts Receivable Growth,-,6.91%,6.51%,-13.29%,9.68%
"Accounts Receivables, Net",1.28B,1.36B,1.45B,1.26B,1.38B
"Accounts Receivables, Gross",1.34B,1.43B,1.53B,1.32B,1.46B
Bad Debt/Doubtful Accounts,(65.7M),(65M),(75.8M),(60.1M),(78.4M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,6.22,5.85,4.84,5.42,5.02
Inventories,2.26B,2.39B,2.45B,2.15B,2.15B
Finished Goods,1.8B,1.88B,1.95B,1.73B,1.66B
Work in Progress,230.4M,231M,223.7M,175.5M,230.9M
Raw Materials,228.4M,278.6M,272.4M,243.3M,261.3M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,352.3M,357.1M,377.8M,1.1B,522.9M
Miscellaneous Current Assets,352.3M,357.1M,377.8M,772.6M,324.5M
Total Current Assets,4.43B,4.72B,5.08B,4.89B,4.43B
"Net Property, Plant & Equipment",2.02B,2.34B,2.32B,2.06B,2.07B
"Property, Plant & Equipment - Gross",5.44B,6.18B,6.6B,6.36B,6.65B
Buildings,-,-,-,-,-
Land & Improvements,28M,27.6M,27.7M,20.1M,19.2M
Computer Software and Equipment,425.8M,482.4M,455.8M,454.9M,518.2M
"Other Property, Plant & Equipment",4.84B,5.26B,5.72B,5.55B,5.78B
Accumulated Depreciation,3.42B,3.84B,4.28B,4.3B,4.59B
Total Investments and Advances,38.8M,70.3M,3.7M,27.6M,16.6M
Other Long-Term Investments,38.8M,70.3M,3.7M,27.6M,16.6M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,17.28B,16.86B,16.32B,14.45B,13.64B
Net Goodwill,9.59B,9.6B,9.26B,8.92B,8.58B
Net Other Intangibles,7.68B,7.26B,7.06B,5.53B,5.06B
Other Assets,366.2M,643.1M,691.2M,2.03B,909.2M
Total Assets,24.13B,24.64B,24.42B,23.46B,21.07B
Total Assets Growth,-,2.12%,-0.90%,-3.94%,-10.19%
