Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,938M,899M,1.9B,1.48B,1.31B
Cash & Short Term Investments Growth,-,-4.16%,111.57%,-22.34%,-11.37%
Cash Only,891M,837M,1.81B,1.37B,1.22B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,4.16%,3.87%,7.74%,5.98%,5.17%
Total Accounts Receivable,2.46B,2.64B,2.47B,2.61B,2.96B
Total Accounts Receivable Growth,-,7.11%,-6.52%,5.80%,13.45%
"Accounts Receivables, Net",2.39B,2.58B,2.41B,2.55B,2.92B
"Accounts Receivables, Gross",2.41B,2.6B,2.44B,2.58B,2.95B
Bad Debt/Doubtful Accounts,(15M),(16M),(34M),(33M),(36M)
Other Receivable,69M,56M,56M,58M,43M
Accounts Receivable Turnover,4.23,4.21,4.61,5.32,4.87
Inventories,-,-,-,-,-
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,473M,589M,722M,677M,712M
Miscellaneous Current Assets,322M,451M,563M,521M,561M
Total Current Assets,3.87B,4.13B,5.09B,4.76B,4.98B
"Net Property, Plant & Equipment",434M,954M,953M,903M,863M
"Property, Plant & Equipment - Gross",1B,1.55B,1.63B,1.67B,1.7B
Buildings,326M,331M,351M,376M,363M
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",82M,81M,76M,72M,74M
Accumulated Depreciation,567M,597M,673M,765M,840M
Total Investments and Advances,146M,152M,162M,168M,164M
Other Long-Term Investments,45M,65M,78M,80M,70M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,17.75B,17.67B,17.86B,18.24B,18.74B
Net Goodwill,11.8B,12.16B,12.65B,13.3B,13.92B
Net Other Intangibles,5.95B,5.51B,5.21B,4.94B,4.82B
Other Assets,235M,227M,386M,487M,470M
Total Assets,22.55B,23.25B,24.56B,24.69B,25.34B
Total Assets Growth,-,3.11%,5.65%,0.51%,2.62%
