Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,135M,1.19B,1.16B,872M,315M
Cash & Short Term Investments Growth,-,782.96%,-2.85%,-24.70%,-63.88%
Cash Only,135M,1.19B,1.16B,872M,315M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,1.23%,9.28%,8.26%,6.41%,2.45%
Total Accounts Receivable,1.02B,1.06B,1.52B,1.44B,1.2B
Total Accounts Receivable Growth,-,4.73%,43.27%,-5.58%,-16.90%
"Accounts Receivables, Net",1.01B,1.06B,1.52B,1.44B,1.2B
"Accounts Receivables, Gross",1.03B,1.08B,1.55B,1.47B,1.23B
Bad Debt/Doubtful Accounts,(15M),(15M),(28M),(31M),(30M)
Other Receivable,3M,-,3M,-,-
Accounts Receivable Turnover,7.42,7.27,6.20,7.50,8.27
Inventories,99M,123M,223M,208M,192M
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,141M,112M,154M,223M,196M
Miscellaneous Current Assets,127M,109M,152M,187M,170M
Total Current Assets,1.39B,2.49B,3.06B,2.74B,1.9B
"Net Property, Plant & Equipment",1.29B,1.97B,2.23B,2.3B,2.35B
"Property, Plant & Equipment - Gross",3.97B,4.75B,5.22B,5.39B,5.69B
Buildings,429M,341M,526M,532M,520M
Land & Improvements,29M,25M,42M,43M,43M
Computer Software and Equipment,1.01B,1.11B,1.21B,1.29B,1.36B
"Other Property, Plant & Equipment",2.3B,2.43B,2.64B,2.71B,2.9B
Accumulated Depreciation,2.68B,2.78B,2.99B,3.09B,3.34B
Total Investments and Advances,436M,482M,521M,141M,132M
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,7.77B,7.74B,8.04B,8.26B,8.31B
Net Goodwill,6.56B,6.62B,6.87B,7.1B,7.22B
Net Other Intangibles,1.21B,1.12B,1.17B,1.17B,1.09B
Other Assets,119M,160M,176M,163M,144M
Total Assets,11B,12.84B,14.03B,13.61B,12.84B
Total Assets Growth,-,16.72%,9.21%,-2.96%,-5.69%
