Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,1.24B,1.52B,3.35B,3.12B,2.42B
Cash & Short Term Investments Growth,-,23.06%,119.99%,-6.87%,-22.43%
Cash Only,105M,221M,1.37B,470M,338M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,10.73%,10.86%,21.97%,20.82%,15.75%
Total Accounts Receivable,366M,323M,480M,546M,296M
Total Accounts Receivable Growth,-,-11.75%,48.61%,13.75%,-45.79%
"Accounts Receivables, Net",366M,323M,480M,546M,296M
"Accounts Receivables, Gross",367M,324M,481M,546M,296M
Bad Debt/Doubtful Accounts,(1M),(1M),(1M),-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,22.58,27.19,7.43,11.31,32.59
Inventories,60M,72M,57M,62M,104M
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,60M,72M,57M,62M,104M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,125M,121M,123M,196M,223M
Miscellaneous Current Assets,125M,121M,123M,196M,60M
Total Current Assets,1.79B,2.04B,4.01B,3.92B,3.04B
"Net Property, Plant & Equipment",6.78B,8.61B,7.61B,7.59B,8.73B
"Property, Plant & Equipment - Gross",10.02B,12.1B,11.14B,11.45B,12.86B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",1.36B,1.31B,1.4B,1.49B,1.66B
Accumulated Depreciation,3.24B,3.49B,3.53B,3.86B,4.13B
Total Investments and Advances,18M,16M,20M,34M,49M
Other Long-Term Investments,18M,16M,20M,34M,49M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,2.07B,2.07B,2.05B,2.04B,2.04B
Net Goodwill,1.94B,1.94B,1.94B,2.04B,2.04B
Net Other Intangibles,127M,122M,107M,-,-
Other Assets,256M,262M,359M,362M,331M
Total Assets,11.52B,14B,15.23B,14.96B,15.35B
Total Assets Growth,-,21.49%,8.76%,-1.73%,2.55%
