Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,25.31B,31B,31.61B,30.39B,32.57B
Cash & Short Term Investments Growth,-,22.50%,1.96%,-3.86%,7.17%
Cash Only,14.33B,17.6B,14.49B,10.46B,10.98B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,14.34%,17.30%,17.37%,17.04%,18.33%
Total Accounts Receivable,14.87B,14.91B,15.28B,15.59B,16.14B
Total Accounts Receivable Growth,-,0.27%,2.49%,2.03%,3.49%
"Accounts Receivables, Net",14.87B,14.91B,15.28B,15.59B,16.14B
"Accounts Receivables, Gross",15.11B,15.13B,15.51B,15.83B,16.36B
Bad Debt/Doubtful Accounts,(234M),(223M),(230M),(234M),(223M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.57,1.57,1.62,1.50,1.49
Inventories,10.1B,10.39B,10.39B,10.99B,11.44B
Finished Goods,6.22B,6.64B,6.51B,6.68B,7.42B
Work in Progress,2.31B,2.16B,2.29B,2.63B,2.32B
Raw Materials,1.58B,1.59B,1.59B,1.68B,1.7B
Progress Payments & Other,-,-,-,-,-
Other Current Assets,3.49B,3.59B,3.7B,3.45B,3.7B
Miscellaneous Current Assets,3.49B,3.59B,3.7B,3.45B,3.7B
Total Current Assets,53.77B,59.89B,60.98B,60.42B,63.85B
"Net Property, Plant & Equipment",18.63B,18.48B,19.86B,18.7B,18.35B
"Property, Plant & Equipment - Gross",47.2B,47.35B,48.58B,47.7B,47.14B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,28.57B,28.87B,28.72B,29B,28.79B
Total Investments and Advances,1.68B,1.87B,1.88B,1.45B,1.34B
Other Long-Term Investments,1.68B,1.87B,1.88B,1.45B,1.34B
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,86.06B,83.35B,81.64B,79.36B,76.57B
Net Goodwill,35.82B,35.57B,35.25B,34.94B,34.17B
Net Other Intangibles,50.24B,47.78B,-,-,-
Other Assets,5.49B,5B,7.43B,8.49B,8.1B
Total Assets,176.44B,179.23B,182.02B,178.36B,177.72B
Total Assets Growth,-,1.58%,1.56%,-2.01%,-0.35%
