Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,51.8M,30.6M,35.9M,65.6M,52.2M
Cash & Short Term Investments Growth,-,-40.93%,17.32%,82.73%,-20.43%
Cash Only,51.8M,30.6M,35.9M,65.6M,52.2M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,0.14%,0.08%,0.09%,0.17%,0.13%
Total Accounts Receivable,1.18B,1.1B,1.51B,1.64B,1.58B
Total Accounts Receivable Growth,-,-6.67%,36.41%,8.63%,-3.29%
"Accounts Receivables, Net",1.18B,1.1B,1.51B,1.64B,1.58B
"Accounts Receivables, Gross",1.41B,1.3B,1.7B,1.84B,1.76B
Bad Debt/Doubtful Accounts,(231.7M),(199.7M),(198.3M),(200.6M),(175.8M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.42,1.58,1.46,1.78,1.35
Inventories,452.7M,645.7M,635.8M,368.8M,572.2M
Finished Goods,162.1M,365.3M,326M,55.3M,244.4M
Work in Progress,-,-,-,-,-
Raw Materials,290.6M,280.4M,309.8M,313.5M,327.8M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,590.9M,628.8M,479.3M,492.5M,436.2M
Miscellaneous Current Assets,307.2M,433.1M,233.8M,319.6M,209.7M
Total Current Assets,2.28B,2.41B,2.66B,2.56B,2.64B
"Net Property, Plant & Equipment",26.27B,26.62B,27.08B,27.11B,27.68B
"Property, Plant & Equipment - Gross",35.89B,36.42B,37.11B,37.15B,37.86B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,9.63B,9.8B,10.03B,10.04B,10.18B
Total Investments and Advances,1.84B,1.86B,1.85B,1.89B,1.92B
Other Long-Term Investments,56.5M,69.8M,64.6M,68.8M,82.9M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,3.06B,3.05B,3.05B,3.05B,3.06B
Net Goodwill,3.05B,3.05B,3.05B,3.05B,3.05B
Net Other Intangibles,5.7M,-,-,-,-
Other Assets,4.35B,4.46B,4.35B,4.36B,4.31B
Total Assets,37.79B,38.4B,39.87B,38.97B,39.61B
Total Assets Growth,-,1.60%,3.81%,-2.23%,1.62%
