Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,294M,771M,4.08B,3.27B,3.26B
Cash & Short Term Investments Growth,-,162.24%,428.79%,-19.92%,-0.21%
Cash Only,142M,627M,3.88B,2.39B,2.59B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,0.80%,2.05%,10.52%,8.86%,8.73%
Total Accounts Receivable,1.67B,1.68B,1.69B,2.44B,2.34B
Total Accounts Receivable Growth,-,0.60%,0.24%,44.81%,-3.93%
"Accounts Receivables, Net",1.67B,1.68B,1.69B,2.4B,2.34B
"Accounts Receivables, Gross",1.67B,1.68B,1.69B,2.4B,2.34B
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,1M,1M,-,-,-
Accounts Receivable Turnover,2.55,2.95,3.31,2.52,2.99
Inventories,350M,340M,369M,493M,606M
Finished Goods,-,-,270M,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,99M,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,44M,49M,42M,51M,113M
Miscellaneous Current Assets,44M,49M,42M,51M,113M
Total Current Assets,2.36B,2.84B,6.17B,6.25B,6.32B
"Net Property, Plant & Equipment",34.01B,34.29B,30.22B,30.24B,30.56B
"Property, Plant & Equipment - Gross",45.16B,46.13B,42.56B,43.21B,44.13B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,54M,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,11.15B,11.84B,12.34B,12.97B,13.57B
Total Investments and Advances,2M,1M,3M,5M,48M
Other Long-Term Investments,2M,1M,3M,5M,48M
Long-Term Note Receivables,77M,77M,84M,41M,-
Intangible Assets,261M,261M,243M,243M,243M
Net Goodwill,261M,261M,243M,243M,243M
Net Other Intangibles,-,-,-,-,-
Other Assets,79M,80M,84M,85M,132M
Total Assets,36.78B,37.55B,38.77B,36.86B,37.3B
Total Assets Growth,-,2.08%,3.25%,-4.92%,1.20%
