Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,2.48B,816.83M,984.61M,982.22M,1.01B
Cash & Short Term Investments Growth,-,-67.12%,20.54%,-0.24%,2.49%
Cash Only,2.05B,619.4M,780.2M,756.24M,758.87M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,75.51%,23.32%,25.70%,26.23%,27.91%
Total Accounts Receivable,156.68M,191.57M,247.47M,211.79M,200.68M
Total Accounts Receivable Growth,-,22.27%,29.18%,-14.42%,-5.25%
"Accounts Receivables, Net",20.28M,23.88M,27.27M,20.65M,20.13M
"Accounts Receivables, Gross",31.7M,33.29M,35M,29.05M,27.7M
Bad Debt/Doubtful Accounts,(11.42M),(9.4M),(7.73M),(8.41M),(7.57M)
Other Receivable,136.4M,167.68M,-,-,-
Accounts Receivable Turnover,3.38,2.78,2.90,2.74,2.92
Inventories,-,-,-,-,-
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,49.69M,68.94M,109.42M,101.12M,112.86M
Miscellaneous Current Assets,49.69M,68.94M,109.42M,101.12M,112.86M
Total Current Assets,2.69B,1.08B,1.34B,1.3B,1.32B
"Net Property, Plant & Equipment",105.81M,198.9M,321.01M,271.33M,261.7M
"Property, Plant & Equipment - Gross",242.2M,343.82M,478.06M,440.69M,441.86M
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,232.89M,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,136.38M,144.92M,157.04M,169.36M,180.16M
Total Investments and Advances,108.14M,95.69M,90.38M,66.95M,52.29M
Other Long-Term Investments,108.14M,95.69M,90.38M,66.95M,52.29M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,318.9M,2B,1.98B,1.96B,1.82B
Net Goodwill,140.05M,1.39B,1.37B,1.36B,1.27B
Net Other Intangibles,178.85M,613.1M,-,-,-
Other Assets,20.48M,28.08M,4.82M,49.04M,47.49M
Total Assets,3.29B,3.5B,3.83B,3.75B,3.61B
Total Assets Growth,-,6.43%,9.41%,-2.26%,-3.69%
