Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,2.32B,2.21B,2.15B,2.02B,1.63B
Cash & Short Term Investments Growth,-,-4.66%,-2.89%,-6.15%,-19.20%
Cash Only,2.32B,2.21B,2.15B,2.02B,1.63B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,7.78%,7.45%,7.12%,6.66%,5.48%
Total Accounts Receivable,2.06B,2.11B,2B,1.91B,1.79B
Total Accounts Receivable Growth,-,2.77%,-5.20%,-4.69%,-6.49%
"Accounts Receivables, Net",2.06B,2.11B,2B,1.91B,1.79B
"Accounts Receivables, Gross",2.1B,2.16B,2.05B,1.95B,1.82B
Bad Debt/Doubtful Accounts,(42M),(43M),(42M),(39M),(38M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.70,1.71,1.83,1.92,2.02
Inventories,2.39B,2.46B,2.48B,2.62B,2.84B
Finished Goods,1.17B,1.2B,1.19B,1.22B,1.39B
Work in Progress,340M,339M,358M,383M,410M
Raw Materials,878M,929M,933M,1.02B,1.03B
Progress Payments & Other,-,-,-,-,-
Other Current Assets,884M,890M,1.03B,1.32B,1.63B
Miscellaneous Current Assets,884M,890M,1.03B,1.32B,1.63B
Total Current Assets,7.65B,7.68B,7.66B,7.86B,7.88B
"Net Property, Plant & Equipment",15.46B,15.38B,16.55B,15.78B,15.35B
"Property, Plant & Equipment - Gross",29.11B,29.24B,30.51B,29.79B,28.85B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,13.66B,13.86B,-,-,13.5B
Total Investments and Advances,175M,235M,482M,199M,297M
Other Long-Term Investments,175M,235M,218M,199M,297M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,3.66B,3.62B,3.57B,3.53B,3.48B
Net Goodwill,2.43B,2.43B,2.42B,2.41B,2.39B
Net Other Intangibles,1.23B,1.19B,-,-,-
Other Assets,1.82B,1.73B,833M,1.86B,1.73B
Total Assets,29.81B,29.71B,30.15B,30.26B,29.72B
Total Assets Growth,-,-0.34%,1.51%,0.34%,-1.78%
