Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,461.4M,461.9M,472.8M,379.5M,361.8M
Cash & Short Term Investments Growth,-,0.11%,2.36%,-19.73%,-4.66%
Cash Only,461.4M,461.9M,472.8M,379.5M,361.8M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,6.00%,5.87%,5.96%,4.60%,4.34%
Total Accounts Receivable,844.6M,921.8M,885.7M,1.01B,998.5M
Total Accounts Receivable Growth,-,9.14%,-3.92%,14.21%,-1.29%
"Accounts Receivables, Net",844.6M,921.8M,885.7M,1.01B,998.5M
"Accounts Receivables, Gross",844.6M,921.8M,893.9M,1.01B,998.5M
Bad Debt/Doubtful Accounts,-,-,(8.2M),-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,2.29,2.15,2.22,1.90,2.11
Inventories,1.05B,1.13B,1.19B,1.33B,1.45B
Finished Goods,573.8M,602.1M,645.7M,719.6M,796.9M
Work in Progress,85M,82.3M,93M,105.6M,108.4M
Raw Materials,388M,443.9M,455.1M,509.5M,541.4M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,196.1M,214M,192.2M,230.9M,256.8M
Miscellaneous Current Assets,196.1M,214M,192.2M,230.9M,256.8M
Total Current Assets,2.55B,2.73B,2.74B,2.96B,3.06B
"Net Property, Plant & Equipment",1.11B,1.13B,1.2B,1.25B,1.27B
"Property, Plant & Equipment - Gross",2.39B,2.42B,2.47B,2.55B,2.59B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,1.28B,1.28B,1.27B,1.3B,1.32B
Total Investments and Advances,3.9M,3.7M,6.8M,3M,2.8M
Other Long-Term Investments,3.9M,3.7M,6.8M,3M,2.8M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,3.89B,3.87B,3.85B,3.87B,3.81B
Net Goodwill,2.47B,2.47B,2.47B,2.49B,2.48B
Net Other Intangibles,1.42B,1.4B,-,-,-
Other Assets,144.6M,137.1M,106M,165M,186.5M
Total Assets,7.7B,7.87B,7.94B,8.24B,8.33B
Total Assets Growth,-,2.25%,0.86%,3.87%,1.11%
