Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,2.68B,2.94B,3.14B,2.65B,2.82B
Cash & Short Term Investments Growth,-,9.69%,6.70%,-15.61%,6.30%
Cash Only,1.44B,1.57B,1.76B,1.6B,1.89B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,6.56%,7.17%,7.56%,6.31%,6.58%
Total Accounts Receivable,5.35B,5.35B,5.32B,5.71B,6.25B
Total Accounts Receivable Growth,-,0.04%,-0.64%,7.49%,9.35%
"Accounts Receivables, Net",5.35B,5.35B,5.32B,5.71B,6.25B
"Accounts Receivables, Gross",5.66B,5.67B,5.63B,6.03B,6.58B
Bad Debt/Doubtful Accounts,(314M),(320M),(319M),(319M),(337M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.05,1.09,1.17,1.05,1.09
Inventories,3.27B,3.3B,3.27B,3.72B,3.97B
Finished Goods,1.3B,1.26B,1.25B,1.37B,1.39B
Work in Progress,471M,491M,425M,518M,563M
Raw Materials,1.5B,1.55B,1.59B,1.83B,2.01B
Progress Payments & Other,-,-,-,-,-
Other Current Assets,781M,800M,928M,1.17B,1.29B
Miscellaneous Current Assets,781M,800M,928M,1.17B,1.29B
Total Current Assets,12.08B,12.39B,12.65B,13.25B,14.32B
"Net Property, Plant & Equipment",6.47B,6.38B,6.98B,6.35B,6.39B
"Property, Plant & Equipment - Gross",29.22B,29.07B,29.63B,29.02B,29.19B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,22.75B,22.7B,22.65B,22.67B,22.8B
Total Investments and Advances,2.04B,2.11B,2.11B,2.03B,1.77B
Other Long-Term Investments,-,-,66M,71M,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,16.3B,16.26B,16.36B,16.14B,16.11B
Net Goodwill,12.99B,12.99B,12.99B,12.98B,13.01B
Net Other Intangibles,3.31B,3.27B,-,-,-
Other Assets,4.03B,3.91B,3.41B,4.2B,4.25B
Total Assets,40.91B,41.04B,41.51B,41.97B,42.83B
Total Assets Growth,-,0.32%,1.15%,1.10%,2.05%
