Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,1.72B,1.62B,1.83B,1.21B,732.1M
Cash & Short Term Investments Growth,-,-5.61%,12.86%,-33.91%,-39.59%
Cash Only,1.72B,1.62B,1.83B,1.21B,732.1M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,14.25%,12.92%,13.73%,9.21%,5.34%
Total Accounts Receivable,-,-,242.22M,-,-
Total Accounts Receivable Growth,-,-,-,-,-
"Accounts Receivables, Net",-,-,-,-,-
"Accounts Receivables, Gross",-,-,-,-,-
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,-,-,17.99,-,-
Inventories,8.42B,8.94B,9.48B,9.89B,10.76B
Finished Goods,-,-,-,-,-
Work in Progress,7.89B,8.32B,8.32B,9.18B,9.95B
Raw Materials,-,-,-,-,-
Progress Payments & Other,529.33M,616.91M,1.17B,711.09M,817.2M
Other Current Assets,-,-,159.68M,-,-
Miscellaneous Current Assets,-,-,-,-,-
Total Current Assets,10.14B,10.56B,11.72B,11.11B,11.49B
"Net Property, Plant & Equipment",80.4M,78M,223.47M,71M,70.8M
"Property, Plant & Equipment - Gross",-,-,451.97M,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,228.5M,-,-
Total Investments and Advances,641.96M,684.17M,1.06B,655.14M,704.29M
Other Long-Term Investments,597.16M,619.89M,956.86M,549.08M,553.79M
Long-Term Note Receivables,67.9M,109.4M,57.49M,57.5M,49.2M
Intangible Assets,153.46M,149.85M,146.92M,144.1M,141.34M
Net Goodwill,-,-,68.92M,-,-
Net Other Intangibles,-,149.85M,-,-,-
Other Assets,856.21M,847.99M,13.46M,999.75M,1.12B
Total Assets,12.08B,12.57B,13.35B,13.16B,13.7B
Total Assets Growth,-,4.05%,6.21%,-1.41%,4.07%
