Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,2.66B,2.7B,3.03B,3.62B,3.03B
Cash & Short Term Investments Growth,-,1.50%,11.91%,19.70%,-16.48%
Cash Only,2.66B,2.7B,3.03B,3.62B,3.03B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,10.35%,10.49%,11.56%,14.97%,12.78%
Total Accounts Receivable,3.82B,3.17B,2.91B,3.25B,3.54B
Total Accounts Receivable Growth,-,-17.05%,-8.36%,11.98%,8.64%
"Accounts Receivables, Net",3.82B,3.17B,2.91B,3.25B,3.54B
"Accounts Receivables, Gross",3.82B,3.17B,2.91B,3.25B,3.54B
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.42,1.68,1.77,1.43,1.47
Inventories,1.89B,1.93B,1.97B,2.36B,2.35B
Finished Goods,1.22B,1.2B,1.21B,1.43B,1.41B
Work in Progress,190M,203M,197M,260M,243M
Raw Materials,478M,521M,559M,670M,701M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,382M,3.5B,3.51B,368M,366M
Miscellaneous Current Assets,382M,3.5B,3.51B,368M,366M
Total Current Assets,8.75B,11.3B,11.41B,9.6B,9.28B
"Net Property, Plant & Equipment",2.62B,2.39B,2.47B,2.42B,2.4B
"Property, Plant & Equipment - Gross",-,-,4.62B,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,2.15B,-,-
Total Investments and Advances,1.57B,1.62B,1.59B,1.64B,1.67B
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,166M,119M,70M,15M,6M
Intangible Assets,11.35B,9.72B,9.86B,9.78B,9.53B
Net Goodwill,10.28B,9.24B,9.35B,9.29B,9.07B
Net Other Intangibles,1.07B,481M,-,-,-
Other Assets,812M,186M,215M,224M,218M
Total Assets,25.74B,25.79B,26.17B,24.19B,23.66B
Total Assets Growth,-,0.19%,1.49%,-7.56%,-2.19%
