Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,2.43B,2.42B,2.71B,1.37B,2.16B
Cash & Short Term Investments Growth,-,-0.45%,12.15%,-49.50%,57.59%
Cash Only,2.43B,2.42B,2.71B,1.37B,2.16B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,12.68%,12.41%,13.22%,6.92%,10.19%
Total Accounts Receivable,1B,1.09B,1.21B,1.52B,1.41B
Total Accounts Receivable Growth,-,9.18%,10.69%,25.85%,-7.74%
"Accounts Receivables, Net",856M,930M,1.06B,1.39B,1.27B
"Accounts Receivables, Gross",856M,930M,1.06B,1.39B,1.27B
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,146M,164M,-,-,-
Accounts Receivable Turnover,1.64,1.67,1.90,1.58,2.22
Inventories,241M,262M,223M,243M,317M
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,241M,262M,223M,243M,317M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,296M,117M,199M,129M,87M
Miscellaneous Current Assets,296M,117M,199M,129M,87M
Total Current Assets,3.97B,3.89B,4.35B,3.27B,3.97B
"Net Property, Plant & Equipment",14.19B,14.47B,14.68B,14.97B,15.4B
"Property, Plant & Equipment - Gross",30.47B,31.07B,31.67B,32.27B,32.98B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,16.29B,16.61B,17B,17.29B,17.58B
Total Investments and Advances,4M,4M,2M,-,-
Other Long-Term Investments,4M,4M,2M,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,360M,360M,360M,360M,360M
Net Goodwill,360M,360M,360M,360M,360M
Net Other Intangibles,-,-,-,-,-
Other Assets,627M,740M,1.06B,1.14B,1.3B
Total Assets,19.17B,19.49B,20.52B,19.8B,21.18B
Total Assets Growth,-,1.69%,5.26%,-3.50%,6.98%
