Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash Only,1.79B,2.07B,1.57B,2.11B,1.32B
Cash Growth,-,15.58%,-24.17%,34.80%,-37.74%
Total Investment Assets,20.23B,21.11B,22.17B,21.68B,22.27B
Investments Growth,-,4.37%,5.02%,-2.22%,2.72%
Total Fixed Income Securities Investment,-,-,-,-,-
Bonds,-,-,-,-,-
Redeemable Preferred Stock,-,-,-,-,-
Total Equity Securities Investment,-,-,-,-,-
Common Stocks,-,-,-,-,-
Non-Redeemable Preferred Stock,-,-,-,-,-
Real Estate Assets,1.81B,1.84B,1.85B,1.28B,1.3B
"Mortgage, Policy & Other Loans",-,-,-,-,-
Other Investments,-,-,2.66B,-,-
Yield On Investment,-,-,-,-,-
Premium Balance Receivables,2.85B,2.75B,2.52B,2.6B,2.81B
Premium Balance Growth,-,-3.65%,-8.10%,3.03%,8.09%
"Net Property, Plant & Equipment",577.18M,590.67M,592.06M,598.31M,587.32M
Investment in Unconsolidated Subs.,-,-,-,-,-
Other Assets (Including Intangibles),1.49B,1.56B,1.57B,1.65B,1.97B
Separate & Variable Account Assets,-,-,-,-,-
Deferred Charges,627.65M,662.64M,676.15M,716.65M,753.19M
Tangible Other Assets,694.47M,732.26M,642.56M,763.78M,1.05B
Intangible Assets,169.65M,169.65M,254.65M,169.65M,169.65M
Total Assets,26.94B,28.08B,28.49B,28.64B,28.95B
Assets - Total - 1 Year Growth,-,4.25%,1.45%,0.54%,1.08%
Return On Average Assets,-,-,-,-,3.79%
