Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,1.97B,1.98B,1.85B,1.79B,1.61B
Cash & Short Term Investments Growth,-,0.72%,-6.97%,-2.89%,-9.97%
Cash Only,1.64B,1.64B,1.5B,1.42B,1.09B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,26.61%,26.21%,23.50%,23.27%,20.66%
Total Accounts Receivable,737.27M,639.35M,843.45M,599.73M,698.86M
Total Accounts Receivable Growth,-,-13.28%,31.92%,-28.89%,16.53%
"Accounts Receivables, Net",737.27M,639.35M,843.45M,599.73M,698.86M
"Accounts Receivables, Gross",737.27M,639.35M,850.53M,599.73M,698.86M
Bad Debt/Doubtful Accounts,-,-,(7.08M),-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.80,1.86,1.65,1.96,1.78
Inventories,938.61M,1.11B,1.23B,1.34B,1.45B
Finished Goods,374.06M,477.07M,504.37M,586.52M,666.74M
Work in Progress,169.25M,173.12M,213.8M,207.34M,206.57M
Raw Materials,395.3M,463.31M,509.44M,545.67M,581.56M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,220.91M,255.8M,328.72M,335.17M,340.33M
Miscellaneous Current Assets,220.91M,255.8M,328.72M,335.17M,340.33M
Total Current Assets,3.87B,3.99B,4.25B,4.07B,4.11B
"Net Property, Plant & Equipment",1.05B,1.06B,1.16B,1.19B,1.24B
"Property, Plant & Equipment - Gross",-,-,1.98B,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,820.63M,-,-
Total Investments and Advances,1.2B,1.25B,1.27B,1.24B,1.25B
Other Long-Term Investments,1.2B,1.25B,1.27B,1.24B,1.25B
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,820.12M,809.16M,791.07M,782.32M,755.47M
Net Goodwill,-,-,575.08M,573M,561.4M
Net Other Intangibles,820.12M,809.16M,-,-,-
Other Assets,210.08M,198.15M,130.92M,119.01M,111.74M
Total Assets,7.4B,7.57B,7.85B,7.7B,7.81B
Total Assets Growth,-,2.28%,3.74%,-1.92%,1.43%
