Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,823.57M,595.05M,439.27M,463.33M,930.6M
Cash & Short Term Investments Growth,-,-27.75%,-26.18%,5.48%,100.85%
Cash Only,823.57M,595.05M,439.27M,463.33M,930.6M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,7.63%,5.49%,4.00%,4.06%,7.43%
Total Accounts Receivable,513.48M,577.04M,700.06M,729.96M,1.09B
Total Accounts Receivable Growth,-,12.38%,21.32%,4.27%,48.86%
"Accounts Receivables, Net",455.22M,520.75M,556.92M,658.73M,962.22M
"Accounts Receivables, Gross",457.85M,523.32M,559.48M,661.28M,964.75M
Bad Debt/Doubtful Accounts,(2.62M),(2.57M),(2.56M),(2.55M),(2.53M)
Other Receivable,58.26M,56.3M,-,-,-
Accounts Receivable Turnover,1.51,1.44,1.28,1.54,1.36
Inventories,732.56M,745.6M,812.92M,1.01B,1.22B
Finished Goods,432.08M,426.62M,473.84M,656.48M,853.84M
Work in Progress,142.6M,145M,149.4M,156.1M,129.8M
Raw Materials,81.96M,95.88M,109.82M,120.05M,142.25M
Progress Payments & Other,75.92M,78.1M,79.86M,81.17M,90.32M
Other Current Assets,81.74M,160.42M,55.73M,129.41M,116.67M
Miscellaneous Current Assets,81.74M,160.42M,5.8M,129.41M,116.67M
Total Current Assets,2.15B,2.08B,2.01B,2.34B,3.35B
"Net Property, Plant & Equipment",5.68B,5.82B,6.06B,6.17B,6.34B
"Property, Plant & Equipment - Gross",7.77B,7.95B,8.23B,8.38B,8.6B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,2.09B,2.13B,2.17B,2.21B,2.26B
Total Investments and Advances,908.08M,904.5M,897.71M,937.62M,903.86M
Other Long-Term Investments,422.18M,435.1M,304.36M,437.82M,440.86M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,1.97B,1.94B,1.91B,1.87B,1.83B
Net Goodwill,1.64B,1.62B,1.6B,1.58B,1.54B
Net Other Intangibles,331.09M,320.98M,-,-,-
Other Assets,83.02M,83.82M,78.7M,95.69M,95.2M
Total Assets,10.8B,10.83B,10.97B,11.42B,12.52B
Total Assets Growth,-,0.33%,1.31%,4.03%,9.67%
