Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,16.56B,16.42B,18.05B,18.31B,19.21B
Cash & Short Term Investments Growth,-,-0.80%,9.93%,1.43%,4.91%
Cash Only,16.56B,16.39B,17.92B,17.8B,18.62B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,30.02%,28.40%,29.05%,27.73%,28.04%
Total Accounts Receivable,2.13B,1.96B,1.91B,2.31B,2.08B
Total Accounts Receivable Growth,-,-7.84%,-2.50%,20.81%,-9.95%
"Accounts Receivables, Net",2.13B,1.96B,1.91B,2.31B,2.08B
"Accounts Receivables, Gross",2.13B,1.96B,1.91B,2.31B,2.08B
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,5.62,7.01,9.26,8.12,8.14
Inventories,4.73B,5.2B,5.76B,6.69B,8.11B
Finished Goods,1.32B,1.25B,1.28B,977M,1.19B
Work in Progress,858M,1.06B,1.09B,1.31B,1.37B
Raw Materials,2.56B,2.89B,3.39B,4.41B,5.55B
Progress Payments & Other,-,-,-,-,-
Other Current Assets,1.28B,1.42B,1.38B,1.74B,1.82B
Miscellaneous Current Assets,1.28B,1.42B,1.38B,1.74B,1.82B
Total Current Assets,24.69B,25B,27.1B,29.05B,31.22B
"Net Property, Plant & Equipment",27.03B,29.25B,31.18B,32.64B,33.68B
"Property, Plant & Equipment - Gross",33.45B,36.16B,39.87B,40.78B,42.43B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,1.15B,1.28B,1.41B,1.6B,1.75B
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,6.42B,6.92B,8.69B,8.14B,8.74B
Total Investments and Advances,270M,302M,223M,238M,269M
Other Long-Term Investments,270M,302M,223M,238M,269M
Long-Term Note Receivables,315M,304M,299M,996M,1.05B
Intangible Assets,1.8B,1.73B,1.72B,1.72B,655M
Net Goodwill,203M,201M,200M,200M,196M
Net Other Intangibles,1.59B,1.53B,-,-,-
Other Assets,1.04B,1.25B,1.62B,1.4B,1.64B
Total Assets,55.15B,57.83B,62.13B,66.04B,68.51B
Total Assets Growth,-,4.87%,7.43%,6.29%,3.75%
