Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Total Cash & Due from Banks,792M,763M,913M,684M,678M
Cash & Due from Banks Growth,-,-3.66%,19.66%,-25.08%,-0.88%
Investments - Total,65.82B,73.88B,67.34B,57.18B,58.92B
Investments Growth,-,12.25%,-8.85%,-15.10%,3.05%
Trading Account Securities,851M,902M,701M,848M,809M
Federal Funds Sold & Securities Purchased,-,-,-,-,-
Federal Funds Sold,-,-,-,-,-
Securities Bought Under Resale Agreement,-,-,-,-,-
Treasury Securities,-,-,-,-,-
Federal Agency Securities,-,-,-,-,-
State & Municipal Securities,-,-,-,-,-
Mortgage Backed Securities,-,-,-,-,-
Other Securities,-,-,-,-,-
Other Investments,24.16B,23.97B,13.74B,5.78B,7.49B
Net Loans,99.51B,97.53B,100.79B,105.5B,111.29B
Gross Loans - Net of Unearned Income,100.73B,98.61B,-,-,-
Commercial & Industrial Loans,50.67B,49.55B,50.53B,52.82B,55.25B
Consumer & Installment Loans,9.72B,6.33B,6.8B,7.24B,7.69B
Real Estate Mortgage Loans,36.28B,38.75B,40.46B,42.63B,45.5B
Lease Financing Loans,-,-,-,-,-
Foreign Loans,-,-,-,-,-
Broker & Financial Institution Loans,-,-,-,-,-
Unspecified/Other Loans,-,-,-,-,-
Unearned Income,-,-,-,-,-
Loan Loss Allowances (Reserves),(1.22B),(1.08B),(1.06B),(1.11B),(1.1B)
Customer Liability on Acceptances,-,-,-,-,-
Loans - 1 Yr Growth Rate,-,-1.99%,3.35%,4.67%,5.49%
Loans (Total) / Total Deposits,-,-,-,-,-
Loans (Total) / Total Assets,-,-,-,-,-
"Net Property, Plant & Equipment",785M,678M,1.28B,647M,638M
Other Assets (Including Intangibles),13.35B,13.32B,13.62B,16.22B,14.05B
Other Assets,10.52B,10.5B,10.8B,13.41B,11.18B
Intangible Assets,2.83B,2.82B,2.82B,2.81B,2.87B
Interest Receivables,225M,211M,198M,193M,233M
Total Assets,181.12B,187.04B,186.35B,181.22B,187.01B
Assets - Total Growth,-,3.27%,-0.37%,-2.75%,3.19%
Return On Average Assets,-,-,-,-,1.46%
