Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Total Cash & Due from Banks,16.37B,12.75B,3.78B,9.64B,11.47B
Cash & Due from Banks Growth,-,-22.12%,-70.33%,154.97%,18.96%
Investments - Total,8.84B,8.02B,14.5B,5.98B,5.87B
Investments Growth,-,-9.34%,80.96%,-58.79%,-1.77%
Trading Account Securities,-,-,-,-,-
Federal Funds Sold & Securities Purchased,-,-,-,-,-
Federal Funds Sold,-,-,-,-,-
Securities Bought Under Resale Agreement,-,-,-,-,-
Treasury Securities,-,-,-,-,-
Federal Agency Securities,-,-,-,-,-
State & Municipal Securities,-,-,-,-,-
Mortgage Backed Securities,-,-,-,-,-
Other Securities,-,-,-,-,-
Other Investments,-,1M,7.6B,-,335M
Net Loans,80.65B,82.68B,86.86B,86.82B,92.54B
Gross Loans - Net of Unearned Income,87.67B,89.54B,-,-,-
Commercial & Industrial Loans,-,-,-,-,-
Consumer & Installment Loans,350.7B,89.54B,93.68B,93.47B,99.3B
Real Estate Mortgage Loans,-,-,-,-,-
Lease Financing Loans,-,-,-,-,-
Foreign Loans,-,-,-,-,-
Broker & Financial Institution Loans,-,-,-,-,-
Unspecified/Other Loans,-,-,-,-,-
Unearned Income,-,-,-,-,-
Loan Loss Allowances (Reserves),(7.03B),(6.86B),(6.82B),(6.65B),(6.76B)
Customer Liability on Acceptances,-,-,-,-,-
Loans - 1 Yr Growth Rate,-,2.52%,5.06%,-0.04%,6.59%
Loans (Total) / Total Deposits,-,-,-,-,-
Loans (Total) / Total Assets,-,-,-,-,-
"Net Property, Plant & Equipment",986M,987M,983M,984M,984M
Other Assets (Including Intangibles),2.87B,2.78B,1.3B,2.65B,2.39B
Other Assets,2.61B,2.52B,1.04B,2.4B,2.13B
Intangible Assets,256M,256M,255M,255M,255M
Interest Receivables,930M,968M,948M,956M,979M
Total Assets,110.99B,108.54B,110.61B,107.41B,114.6B
Assets - Total Growth,-,-2.20%,1.90%,-2.89%,6.69%
Return On Average Assets,-,-,-,-,4.84%
