Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,1.92B,1.65B,1.87B,878M,717M
Cash & Short Term Investments Growth,-,-13.95%,13.37%,-53.15%,-18.34%
Cash Only,1.92B,1.65B,1.87B,878M,717M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,17.26%,14.47%,15.37%,7.54%,6.14%
Total Accounts Receivable,1.97B,2.27B,2.53B,2.19B,2.37B
Total Accounts Receivable Growth,-,15.23%,11.54%,-13.43%,7.94%
"Accounts Receivables, Net",1.93B,2.23B,2.49B,2.15B,2.33B
"Accounts Receivables, Gross",2B,2.3B,2.56B,2.22B,2.39B
Bad Debt/Doubtful Accounts,(75M),(71M),(70M),(70M),(62M)
Other Receivable,44M,44M,-,-,-
Accounts Receivable Turnover,1.00,0.93,0.92,0.86,0.90
Inventories,559M,604M,788M,952M,1.07B
Finished Goods,261M,251M,268M,309M,331M
Work in Progress,-,-,-,-,-
Raw Materials,429M,484M,643M,766M,860M
Progress Payments & Other,(131M),(131M),(123M),(123M),(120M)
Other Current Assets,180M,182M,188M,219M,218M
Miscellaneous Current Assets,180M,182M,188M,219M,218M
Total Current Assets,4.63B,4.71B,5.38B,4.24B,4.37B
"Net Property, Plant & Equipment",1.46B,1.43B,1.42B,1.47B,1.41B
"Property, Plant & Equipment - Gross",3.29B,3.27B,3.3B,3.36B,3.26B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,1.83B,1.85B,1.88B,1.89B,1.86B
Total Investments and Advances,181M,214M,216M,183M,162M
Other Long-Term Investments,163M,189M,192M,168M,149M
Long-Term Note Receivables,110M,113M,124M,118M,118M
Intangible Assets,3.34B,3.58B,3.67B,4.17B,4.13B
Net Goodwill,2.22B,2.45B,2.57B,2.86B,2.87B
Net Other Intangibles,1.12B,1.13B,-,-,-
Other Assets,429M,443M,457M,473M,483M
Total Assets,11.13B,11.42B,12.19B,11.65B,11.67B
Total Assets Growth,-,2.61%,6.72%,-4.43%,0.20%
