Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,714.38M,806.5M,900.7M,777.7M,599.6M
Cash & Short Term Investments Growth,-,12.89%,11.68%,-13.66%,-22.90%
Cash Only,714.38M,806.5M,855.4M,733.2M,557.8M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,14.94%,16.61%,18.32%,15.55%,12.20%
Total Accounts Receivable,356.47M,366.78M,356.4M,411.2M,425.7M
Total Accounts Receivable Growth,-,2.89%,-2.83%,15.38%,3.53%
"Accounts Receivables, Net",356.47M,366.78M,347.7M,411.2M,425.7M
"Accounts Receivables, Gross",362.38M,374.01M,354.9M,418.7M,433.6M
Bad Debt/Doubtful Accounts,(5.91M),(7.23M),(7.2M),(7.5M),(7.9M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.92,1.94,2.01,1.83,1.87
Inventories,360.08M,353.92M,370.4M,428.5M,457.4M
Finished Goods,121.72M,99.91M,93.6M,112.7M,117.3M
Work in Progress,41.97M,41.59M,47.4M,53M,54.1M
Raw Materials,196.39M,212.43M,229.4M,262.8M,286M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,62.76M,56.16M,50.5M,63.9M,68.6M
Miscellaneous Current Assets,62.76M,56.16M,41.4M,63.9M,68.6M
Total Current Assets,1.49B,1.58B,1.68B,1.68B,1.55B
"Net Property, Plant & Equipment",418.02M,314.63M,434.5M,437M,431.8M
"Property, Plant & Equipment - Gross",-,-,939.2M,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,-,-,-
Total Investments and Advances,-,-,-,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,100K,-,-
Intangible Assets,2.84B,2.81B,2.77B,2.84B,2.89B
Net Goodwill,2.21B,2.2B,2.17B,2.21B,2.24B
Net Other Intangibles,626.59M,613.37M,-,-,-
Other Assets,34.13M,146.14M,35.3M,38.7M,36.1M
Total Assets,4.78B,4.85B,4.92B,5B,4.91B
Total Assets Growth,-,1.50%,1.29%,1.68%,-1.74%
