Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,171M,132M,476M,474M,96M
Cash & Short Term Investments Growth,-,-22.81%,260.61%,-0.42%,-79.75%
Cash Only,171M,132M,476M,474M,96M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,0.57%,0.43%,1.66%,1.65%,0.33%
Total Accounts Receivable,761M,735M,943M,1.05B,1B
Total Accounts Receivable Growth,-,-3.42%,28.30%,11.56%,-4.56%
"Accounts Receivables, Net",761M,735M,943M,1.05B,1B
"Accounts Receivables, Gross",788M,759M,963M,1.07B,1.03B
Bad Debt/Doubtful Accounts,(27M),(24M),(20M),(20M),(24M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,2.05,2.35,2.16,2.26,1.91
Inventories,539M,760M,667M,454M,845M
Finished Goods,49M,31M,37M,47M,55M
Work in Progress,-,-,-,-,-
Raw Materials,490M,729M,630M,407M,790M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,851M,850M,541M,479M,448M
Miscellaneous Current Assets,851M,850M,541M,479M,448M
Total Current Assets,2.32B,2.48B,2.63B,2.46B,2.39B
"Net Property, Plant & Equipment",21.53B,21.93B,22.38B,22.54B,21.63B
"Property, Plant & Equipment - Gross",29.86B,30.42B,30.88B,31.08B,30.34B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,8.33B,8.49B,8.5B,8.54B,8.71B
Total Investments and Advances,71M,73M,71M,71M,69M
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,18M,18M,30M,30M,29M
Intangible Assets,-,-,-,-,-
Net Goodwill,-,-,-,-,-
Net Other Intangibles,-,-,-,-,-
Other Assets,6.01B,6.01B,3.65B,3.64B,4.92B
Total Assets,29.95B,30.51B,28.75B,28.74B,29.04B
Total Assets Growth,-,1.87%,-5.77%,-0.05%,1.04%
