Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,2.49B,2.62B,2.81B,2.58B,2.71B
Cash & Short Term Investments Growth,-,5.22%,7.07%,-8.27%,5.05%
Cash Only,1.43B,1.51B,1.66B,1.42B,1.58B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,24.29%,23.55%,24.06%,21.45%,21.50%
Total Accounts Receivable,1.4B,1.56B,1.83B,1.72B,1.93B
Total Accounts Receivable Growth,-,11.62%,17.08%,-5.55%,11.77%
"Accounts Receivables, Net",1.4B,1.56B,1.83B,1.72B,1.93B
"Accounts Receivables, Gross",1.41B,1.58B,1.84B,1.74B,1.95B
Bad Debt/Doubtful Accounts,(18.04M),(17.89M),(19.36M),(19.04M),(20.63M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.38,1.34,1.29,1.33,1.29
Inventories,1.58B,1.72B,1.83B,1.98B,2.15B
Finished Goods,177.05M,243.26M,243.36M,247.45M,250.07M
Work in Progress,453.43M,426.86M,427.97M,441.56M,451.78M
Raw Materials,595.15M,696.31M,786.74M,900.07M,1.04B
Progress Payments & Other,349.74M,348.91M,371.34M,393.22M,402.12M
Other Current Assets,169.86M,175.8M,153.4M,208.24M,262.9M
Miscellaneous Current Assets,24.37M,39.32M,37.6M,78.04M,64.25M
Total Current Assets,5.64B,6.07B,6.62B,6.49B,7.04B
"Net Property, Plant & Equipment",765.91M,798.16M,815.01M,910.11M,976.37M
"Property, Plant & Equipment - Gross",1.59B,1.62B,1.66B,1.78B,1.88B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,822.33M,826.12M,846.24M,871.45M,904.9M
Total Investments and Advances,-,-,-,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,3.2B,3.2B,3.15B,3.57B,3.51B
Net Goodwill,2.01B,2.04B,2.04B,2.31B,2.32B
Net Other Intangibles,1.19B,1.16B,-,-,-
Other Assets,401.98M,408.96M,436.26M,430.47M,482.66M
Total Assets,10.27B,11.15B,11.68B,12.02B,12.6B
Total Assets Growth,-,8.52%,4.79%,2.89%,4.82%
