Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,61.7B,62.64B,63.91B,51.51B,48.23B
Cash & Short Term Investments Growth,-,1.53%,2.03%,-19.40%,-6.37%
Cash Only,24.42B,26.91B,29.35B,21.95B,23.82B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,18.70%,17.85%,16.77%,14.69%,14.34%
Total Accounts Receivable,33.91B,51.51B,65.25B,45.4B,42.24B
Total Accounts Receivable Growth,-,51.90%,26.69%,-30.42%,-6.96%
"Accounts Receivables, Net",17.48B,26.28B,30.21B,20.82B,21.8B
"Accounts Receivables, Gross",17.48B,26.28B,30.21B,20.82B,21.8B
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,16.43B,25.23B,-,-,-
Accounts Receivable Turnover,2.40,1.62,1.90,2.14,1.96
Inventories,5.18B,6.58B,5.88B,5.46B,5.43B
Finished Goods,5.18B,6.58B,5.88B,5.46B,5.43B
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,13.64B,14.11B,18.11B,15.81B,16.39B
Miscellaneous Current Assets,13.64B,14.11B,18.11B,15.81B,16.39B
Total Current Assets,114.42B,134.84B,153.15B,118.18B,112.29B
"Net Property, Plant & Equipment",38.62B,49.53B,39.25B,39.3B,40.34B
"Property, Plant & Equipment - Gross",108.86B,119.81B,107.7B,109.32B,111.85B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,70.24B,70.28B,68.45B,70.02B,71.52B
Total Investments and Advances,133.17B,127.88B,138.68B,141.22B,131.08B
Other Long-Term Investments,133.17B,127.88B,138.68B,141.22B,131.08B
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,-,-,-,-,-
Net Goodwill,-,-,-,-,-
Net Other Intangibles,-,-,-,-,-
Other Assets,43.63B,38.76B,50.11B,51.96B,52.61B
Total Assets,329.84B,351B,381.19B,350.66B,336.31B
Total Assets Growth,-,6.42%,8.60%,-8.01%,-4.09%
