Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,361.78M,481.17M,445.08M,466.66M,308.12M
Cash & Short Term Investments Growth,-,33.00%,-7.50%,4.85%,-33.97%
Cash Only,361.78M,481.17M,445.08M,466.66M,308.12M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,5.12%,6.83%,6.48%,6.79%,4.58%
Total Accounts Receivable,414.2M,399.74M,383.57M,407.16M,415.3M
Total Accounts Receivable Growth,-,-3.49%,-4.05%,6.15%,2.00%
"Accounts Receivables, Net",414.2M,399.74M,383.57M,407.16M,415.3M
"Accounts Receivables, Gross",426.3M,411.24M,394.37M,417.36M,424M
Bad Debt/Doubtful Accounts,(12.1M),(11.5M),(10.8M),(10.2M),(8.7M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.72,1.75,1.99,1.58,1.70
Inventories,490.32M,484.35M,477.64M,491.42M,510.53M
Finished Goods,278.51M,267.88M,249.71M,252.8M,265.71M
Work in Progress,78.09M,81.18M,81.5M,89.02M,89.95M
Raw Materials,133.72M,135.29M,146.43M,149.6M,154.87M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,170.93M,176.58M,122.82M,128.96M,151.4M
Miscellaneous Current Assets,143.75M,123.78M,117.28M,123.87M,112.6M
Total Current Assets,1.44B,1.54B,1.43B,1.49B,1.39B
"Net Property, Plant & Equipment",564.86M,576.32M,573.41M,560.41M,547.99M
"Property, Plant & Equipment - Gross",-,-,1.13B,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,191.61M,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,-,-,-
Total Investments and Advances,-,-,9.56M,14.45M,43.35M
Other Long-Term Investments,-,-,9.56M,14.45M,43.35M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,4.92B,4.86B,4.79B,4.74B,4.69B
Net Goodwill,2.54B,2.52B,2.5B,2.49B,2.46B
Net Other Intangibles,2.38B,2.34B,-,-,-
Other Assets,137.09M,53.19M,59.54M,61.17M,60.96M
Total Assets,7.07B,7.04B,6.87B,6.87B,6.73B
Total Assets Growth,-,-0.37%,-2.39%,0.02%,-2.06%
