Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,8.58B,10.02B,8.1B,8.99B,10.21B
Cash & Short Term Investments Growth,-,16.80%,-19.17%,10.99%,13.58%
Cash Only,8.58B,10.02B,8.1B,8.61B,9.75B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,9.46%,10.71%,7.66%,8.42%,9.53%
Total Accounts Receivable,7.84B,8.57B,9.82B,11.19B,10.98B
Total Accounts Receivable Growth,-,9.28%,14.51%,14.03%,-1.87%
"Accounts Receivables, Net",7.84B,8.57B,9.23B,9.83B,9.64B
"Accounts Receivables, Gross",7.92B,8.64B,9.29B,9.92B,9.73B
Bad Debt/Doubtful Accounts,(72M),(69M),(62M),(95M),(82M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.45,1.53,1.42,1.43,1.35
Inventories,5.5B,5.6B,5.95B,5.77B,5.54B
Finished Goods,1.78B,1.63B,1.75B,1.77B,1.68B
Work in Progress,-,-,-,-,-
Raw Materials,3.72B,3.95B,4.22B,4.08B,4B
Progress Payments & Other,4M,23M,(16M),(77M),(140M)
Other Current Assets,6.75B,6.87B,6.4B,5.23B,5.39B
Miscellaneous Current Assets,6.75B,6.87B,6.4B,5.23B,5.39B
Total Current Assets,28.67B,31.06B,30.27B,31.18B,32.12B
"Net Property, Plant & Equipment",18.06B,18.57B,20.87B,19.75B,20.06B
"Property, Plant & Equipment - Gross",36.3B,36.72B,39.06B,38.25B,37.86B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,18.24B,18.16B,18.19B,18.5B,17.8B
Total Investments and Advances,539M,510M,1.08B,1.01B,966M
Other Long-Term Investments,539M,510M,1.08B,1.01B,966M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,32.5B,32.25B,44.2B,44.28B,43.71B
Net Goodwill,18.87B,18.86B,21.26B,21.26B,21.21B
Net Other Intangibles,13.62B,13.38B,-,-,-
Other Assets,10.93B,11.12B,9.29B,10.45B,10.24B
Total Assets,90.69B,93.49B,105.69B,106.67B,107.1B
Total Assets Growth,-,3.09%,13.05%,0.92%,0.40%
