Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,3.88B,4.31B,5.21B,4.01B,3.07B
Cash & Short Term Investments Growth,-,11.11%,20.83%,-23.04%,-23.32%
Cash Only,3.88B,4.29B,5.21B,4.01B,3.07B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,10.52%,11.60%,13.62%,10.52%,8.06%
Total Accounts Receivable,2.03B,2.15B,2.34B,3.21B,3.74B
Total Accounts Receivable Growth,-,6.32%,8.40%,37.60%,16.25%
"Accounts Receivables, Net",2.02B,2.15B,2.34B,3.21B,3.74B
"Accounts Receivables, Gross",2.02B,2.15B,2.34B,3.21B,3.74B
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,11M,-,-,-,-
Accounts Receivable Turnover,2.23,2.44,2.54,2.11,2.33
Inventories,516M,521M,584M,586M,739M
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,513M,363M,456M,671M,605M
Miscellaneous Current Assets,513M,363M,456M,671M,605M
Total Current Assets,6.94B,7.35B,8.58B,8.48B,8.15B
"Net Property, Plant & Equipment",28.66B,28.55B,29.17B,28.46B,28.85B
"Property, Plant & Equipment - Gross",70.93B,71.72B,73.14B,70.21B,70.96B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,42.28B,43.17B,43.97B,41.75B,42.11B
Total Investments and Advances,-,-,6M,-,-
Other Long-Term Investments,-,-,6M,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,-,-,-,-,-
Net Goodwill,-,-,-,-,-
Net Other Intangibles,-,-,-,-,-
Other Assets,1.29B,1.26B,466M,1.14B,1.13B
Total Assets,36.89B,37.17B,38.24B,38.1B,38.14B
Total Assets Growth,-,0.78%,2.86%,-0.36%,0.11%
