Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,7.94B,6.28B,6.01B,12.02B,12.89B
Cash & Short Term Investments Growth,-,-20.92%,-4.30%,100.08%,7.26%
Cash Only,7.91B,6.24B,5.97B,11.99B,12.55B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,3.27%,2.62%,2.51%,4.83%,5.00%
Total Accounts Receivable,15.71B,16.57B,18.42B,23.26B,26.86B
Total Accounts Receivable Growth,-,5.49%,11.18%,26.26%,15.50%
"Accounts Receivables, Net",15.6B,16.16B,18.17B,23.2B,26.75B
"Accounts Receivables, Gross",15.88B,16.45B,18.47B,23.51B,27.05B
Bad Debt/Doubtful Accounts,(281M),(285M),(303M),(302M),(307M)
Other Receivable,103M,404M,-,-,-
Accounts Receivable Turnover,2.32,2.56,2.51,2.29,2.44
Inventories,6.24B,6.13B,6.31B,6.53B,7.72B
Finished Goods,4.65B,4.56B,4.81B,5.01B,6.29B
Work in Progress,-,-,-,-,-
Raw Materials,1.59B,1.57B,1.49B,1.51B,1.43B
Progress Payments & Other,-,-,-,-,-
Other Current Assets,3.09B,3.16B,3.01B,2.91B,3.72B
Miscellaneous Current Assets,3.09B,3.16B,3.01B,2.91B,3.72B
Total Current Assets,32.97B,32.14B,33.74B,44.71B,51.19B
"Net Property, Plant & Equipment",151.21B,147.95B,150.63B,144.44B,144.41B
"Property, Plant & Equipment - Gross",342.16B,328.57B,339.71B,335.34B,322.54B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,190.95B,180.63B,189.08B,190.9B,178.13B
Total Investments and Advances,41.35B,41.97B,41.58B,42.57B,44.39B
Other Long-Term Investments,802M,871M,884M,839M,829M
Long-Term Note Receivables,547M,554M,603M,495M,623M
Intangible Assets,4.4B,4.4B,4.39B,4.37B,4.66B
Net Goodwill,4.4B,4.4B,4.39B,4.37B,4.66B
Net Other Intangibles,-,-,-,-,-
Other Assets,12.32B,12.94B,2.94B,12.46B,12.67B
Total Assets,242.81B,239.95B,239.54B,249.05B,257.94B
Total Assets Growth,-,-1.18%,-0.17%,3.97%,3.57%
