Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,3.37B,3.29B,2.53B,2.51B,2.33B
Cash & Short Term Investments Growth,-,-2.37%,-23.07%,-1.03%,-7.11%
Cash Only,3.37B,3.29B,2.53B,2.51B,2.33B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,12.90%,12.47%,9.73%,9.75%,8.86%
Total Accounts Receivable,2.26B,2.45B,2.74B,2.35B,2.8B
Total Accounts Receivable Growth,-,8.37%,12.14%,-14.22%,19.17%
"Accounts Receivables, Net",2.26B,2.45B,2.74B,2.35B,2.8B
"Accounts Receivables, Gross",2.26B,2.45B,2.74B,2.35B,2.8B
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,2.18,2.07,1.76,1.86,1.61
Inventories,3.62B,3.54B,3.65B,3.66B,3.64B
Finished Goods,905M,788M,949M,971M,-
Work in Progress,1.09B,1.04B,1.01B,1.03B,-
Raw Materials,1.62B,1.72B,1.69B,1.66B,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,514M,576M,614M,659M,684M
Miscellaneous Current Assets,514M,576M,614M,659M,684M
Total Current Assets,9.76B,9.86B,9.54B,9.18B,9.45B
"Net Property, Plant & Equipment",3.41B,3.58B,3.69B,3.8B,3.67B
"Property, Plant & Equipment - Gross",11.18B,11.5B,11.75B,12.02B,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,440M,455M,466M,479M,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,7.77B,7.92B,8.07B,8.22B,-
Total Investments and Advances,621M,626M,606M,570M,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,965M,1.02B,947M,847M,-
Intangible Assets,10.51B,10.43B,10.37B,10.31B,10.25B
Net Goodwill,10.07B,10.07B,10.07B,10.06B,10.04B
Net Other Intangibles,442M,364M,-,-,-
Other Assets,871M,883M,887M,990M,2.88B
Total Assets,26.13B,26.39B,26.03B,25.7B,26.26B
Total Assets Growth,-,0.99%,-1.39%,-1.25%,2.18%
