Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,6.87B,5.28B,7.32B,5.57B,3.23B
Cash & Short Term Investments Growth,-,-23.07%,38.64%,-23.95%,-42.09%
Cash Only,2.14B,1.27B,1.4B,1.82B,1.77B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,21.58%,18.05%,27.50%,24.23%,16.41%
Total Accounts Receivable,622M,660M,779M,713M,687M
Total Accounts Receivable Growth,-,6.11%,18.03%,-8.47%,-3.65%
"Accounts Receivables, Net",622M,660M,779M,713M,687M
"Accounts Receivables, Gross",702M,726M,821M,745M,714M
Bad Debt/Doubtful Accounts,(80M),(66M),(42M),(32M),(27M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,4.32,3.82,3.35,3.47,3.51
Inventories,-,-,-,-,-
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,12.57B,11.81B,1.01B,1.07B,1.16B
Miscellaneous Current Assets,12.57B,11.81B,895M,950M,1.04B
Total Current Assets,20.06B,17.76B,9.11B,7.35B,5.07B
"Net Property, Plant & Equipment",1.63B,1.56B,1.53B,1.76B,1.71B
"Property, Plant & Equipment - Gross",-,-,6.39B,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,4.75B,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,4.86B,-,-
Total Investments and Advances,2.45B,2.39B,8.43B,6.32B,5.32B
Other Long-Term Investments,1.87B,2.12B,2.2B,1.91B,1.78B
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,4.22B,4.14B,4.19B,4.14B,4.11B
Net Goodwill,4.21B,4.14B,4.18B,4.14B,4.11B
Net Other Intangibles,3M,3M,-,-,-
Other Assets,132M,107M,115M,189M,217M
Total Assets,31.82B,29.26B,26.63B,22.98B,19.65B
Total Assets Growth,-,-8.06%,-8.99%,-13.69%,-14.48%
