Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,377.9M,240.7M,196.1M,179.2M,196M
Cash & Short Term Investments Growth,-,-36.31%,-18.53%,-8.62%,9.38%
Cash Only,344M,206.8M,162.7M,147.1M,164.8M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,5.88%,3.02%,2.46%,2.20%,2.42%
Total Accounts Receivable,1.35B,1.45B,1.44B,1.56B,1.57B
Total Accounts Receivable Growth,-,7.66%,-1.11%,8.42%,0.82%
"Accounts Receivables, Net",1.35B,1.45B,1.44B,1.56B,1.57B
"Accounts Receivables, Gross",1.39B,1.49B,1.47B,1.6B,1.61B
Bad Debt/Doubtful Accounts,(39.4M),(37M),(33M),(39.5M),(35.6M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.56,1.42,1.52,1.51,1.49
Inventories,824.8M,879.1M,907.2M,960.9M,990.1M
Finished Goods,262.9M,282.9M,280.5M,305.5M,299.7M
Work in Progress,231.1M,228.9M,233.1M,245.6M,254.5M
Raw Materials,330.8M,367.3M,393.6M,409.8M,435.9M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,187.6M,203.9M,192.7M,194.5M,190.2M
Miscellaneous Current Assets,187.6M,203.9M,192.7M,194.5M,190.2M
Total Current Assets,2.74B,2.78B,2.73B,2.89B,2.95B
"Net Property, Plant & Equipment",1.34B,1.41B,1.66B,1.48B,1.45B
"Property, Plant & Equipment - Gross",3.49B,3.54B,3.81B,3.65B,3.59B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,2.15B,2.13B,2.15B,2.17B,2.14B
Total Investments and Advances,-,-,49.3M,55.8M,72.4M
Other Long-Term Investments,-,-,49.3M,55.8M,72.4M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,1.36B,2.83B,2.92B,2.8B,2.74B
Net Goodwill,1.15B,1.9B,1.88B,1.89B,1.86B
Net Other Intangibles,216.7M,931.5M,-,-,-
Other Assets,785.9M,802.8M,480.6M,781.6M,761.7M
Total Assets,6.42B,7.97B,7.97B,8.14B,8.09B
Total Assets Growth,-,24.06%,0.05%,2.10%,-0.57%
