Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,3.12B,2.01B,2.62B,4.17B,2.37B
Cash & Short Term Investments Growth,-,-35.55%,30.14%,59.37%,-43.29%
Cash Only,2.72B,1.76B,2.36B,3.73B,2B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,13.57%,8.06%,10.14%,14.57%,7.47%
Total Accounts Receivable,3.4B,4.09B,3.97B,4.11B,4.75B
Total Accounts Receivable Growth,-,20.25%,-2.89%,3.59%,15.52%
"Accounts Receivables, Net",3.4B,4.09B,3.85B,4.11B,4.75B
"Accounts Receivables, Gross",3.4B,4.09B,3.95B,4.11B,4.75B
Bad Debt/Doubtful Accounts,-,-,(95.4M),-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,2.59,2.52,2.61,2.55,2.48
Inventories,5.24B,5.68B,6.01B,6.25B,6.58B
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,295.05M,346.28M,201.34M,252.06M,339.07M
Miscellaneous Current Assets,295.05M,346.28M,201.34M,252.06M,339.07M
Total Current Assets,12.06B,12.12B,12.8B,14.78B,14.03B
"Net Property, Plant & Equipment",7.24B,7.78B,8.21B,8.92B,9.21B
"Property, Plant & Equipment - Gross",17.44B,7.78B,18.6B,19.49B,19.93B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,10.2B,-,10.39B,10.57B,10.72B
Total Investments and Advances,84.35M,281.35M,768.4M,88.24M,88.26M
Other Long-Term Investments,84.35M,281.35M,143.8M,88.24M,88.26M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,2.87B,3.96B,3.93B,3.97B,7.36B
Net Goodwill,2.24B,2.79B,2.83B,2.9B,3.93B
Net Other Intangibles,627.2M,1.17B,-,-,-
Other Assets,751M,807.75M,116.88M,874.67M,974.13M
Total Assets,23B,24.95B,25.82B,28.63B,31.67B
Total Assets Growth,-,8.50%,3.50%,10.88%,10.60%
