Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,4.46B,4.33B,4.89B,4.24B,3.89B
Cash & Short Term Investments Growth,-,-2.87%,13.05%,-13.34%,-8.21%
Cash Only,3.91B,3.93B,3.85B,3.19B,2.93B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,12.15%,12.10%,13.86%,12.12%,11.53%
Total Accounts Receivable,5.41B,5.33B,5.65B,5.74B,5.57B
Total Accounts Receivable Growth,-,-1.50%,6.10%,1.54%,-2.89%
"Accounts Receivables, Net",4.62B,4.54B,4.81B,4.97B,4.36B
"Accounts Receivables, Gross",5B,4.93B,5.21B,5.31B,4.71B
Bad Debt/Doubtful Accounts,(376M),(387M),(400M),(344M),(354M)
Other Receivable,785M,782M,-,-,-
Accounts Receivable Turnover,0.95,0.96,0.98,0.84,0.91
Inventories,4.21B,4.11B,3.98B,4.15B,4.05B
Finished Goods,2.34B,2.26B,2.23B,2.17B,2.16B
Work in Progress,-,-,-,-,-
Raw Materials,1.87B,1.86B,1.75B,1.98B,1.9B
Progress Payments & Other,-,-,-,-,-
Other Current Assets,1.44B,1.12B,541M,577M,682M
Miscellaneous Current Assets,1.44B,1.12B,541M,577M,682M
Total Current Assets,15.51B,14.89B,15.07B,14.71B,14.2B
"Net Property, Plant & Equipment",5.09B,4.98B,5.7B,4.8B,4.53B
"Property, Plant & Equipment - Gross",10.17B,10.06B,10.7B,9.92B,9.61B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,5.08B,5.08B,5B,5.12B,5.08B
Total Investments and Advances,582M,582M,75M,1M,-
Other Long-Term Investments,582M,582M,75M,1M,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,10.25B,10.17B,10.09B,10.11B,9.79B
Net Goodwill,6.05B,6.02B,5.96B,5.99B,5.74B
Net Other Intangibles,4.2B,4.15B,-,-,-
Other Assets,4.24B,4.18B,3.64B,4.61B,4.46B
Total Assets,36.67B,35.77B,35.31B,34.99B,33.75B
Total Assets Growth,-,-2.45%,-1.30%,-0.89%,-3.55%
