Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,2.66B,2.63B,3.04B,2.15B,2.23B
Cash & Short Term Investments Growth,-,-0.98%,15.65%,-29.24%,3.34%
Cash Only,2.66B,2.63B,3.04B,2.15B,2.23B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,12.71%,12.52%,13.64%,9.76%,9.92%
Total Accounts Receivable,3.46B,3.53B,3.67B,4.03B,4.39B
Total Accounts Receivable Growth,-,1.91%,4.00%,9.82%,9.04%
"Accounts Receivables, Net",3.46B,3.53B,3.67B,4.03B,4.39B
"Accounts Receivables, Gross",4.23B,4.29B,4.42B,4.78B,5.14B
Bad Debt/Doubtful Accounts,(774M),(765M),(754M),(751M),(746M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.07,1.10,1.17,1.06,1.16
Inventories,2.36B,2.35B,2.36B,2.58B,2.65B
Finished Goods,1.35B,1.4B,1.38B,1.52B,1.59B
Work in Progress,80M,86M,91M,113M,123M
Raw Materials,924M,870M,890M,941M,945M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,1.46B,920M,872M,959M,992M
Miscellaneous Current Assets,1.46B,920M,872M,959M,992M
Total Current Assets,9.93B,9.43B,9.94B,9.72B,10.26B
"Net Property, Plant & Equipment",4.95B,5.22B,5.35B,5.18B,5.06B
"Property, Plant & Equipment - Gross",16.03B,16.6B,16.79B,16.78B,16.41B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,11.08B,11.38B,11.44B,11.59B,11.35B
Total Investments and Advances,-,349M,349M,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,2.8B,2.84B,2.84B,2.85B,2.83B
Net Goodwill,2.8B,2.84B,2.84B,2.85B,2.83B
Net Other Intangibles,-,-,-,-,-
Other Assets,1.06B,1.04B,1.15B,1.58B,1.59B
Total Assets,20.92B,21.03B,22.32B,22.07B,22.45B
Total Assets Growth,-,0.52%,6.16%,-1.11%,1.69%
