Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,279.7M,255.3M,315.5M,319.4M,379.1M
Cash & Short Term Investments Growth,-,-8.72%,23.58%,1.24%,18.69%
Cash Only,277.7M,253.3M,313.5M,317.4M,377.1M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,1.72%,1.57%,1.97%,1.97%,2.34%
Total Accounts Receivable,1B,985.6M,930.1M,1.07B,1.15B
Total Accounts Receivable Growth,-,-1.51%,-5.63%,15.32%,6.75%
"Accounts Receivables, Net",989.1M,973.7M,916.3M,1.06B,1.13B
"Accounts Receivables, Gross",994.1M,979.3M,922.3M,1.07B,1.14B
Bad Debt/Doubtful Accounts,(5M),(5.6M),(6M),(6.2M),(6.9M)
Other Receivable,11.6M,11.9M,-,-,-
Accounts Receivable Turnover,1.57,1.67,1.89,1.72,1.71
Inventories,683.8M,713.6M,768.2M,854.4M,911.8M
Finished Goods,144.4M,153.8M,187.8M,208.6M,180.8M
Work in Progress,410.3M,421.7M,429.9M,482.8M,551.8M
Raw Materials,129.1M,138.1M,150.5M,163M,179.2M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,192.9M,194.6M,186.7M,206.2M,207.3M
Miscellaneous Current Assets,192.9M,194.6M,186.7M,206.2M,207.3M
Total Current Assets,2.16B,2.15B,2.2B,2.45B,2.64B
"Net Property, Plant & Equipment",892.2M,923.7M,929.9M,1.12B,994.9M
"Property, Plant & Equipment - Gross",3.18B,3.25B,3.31B,3.57B,3.5B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,2.29B,2.32B,2.38B,2.45B,2.5B
Total Investments and Advances,-,-,-,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,11.25B,11.15B,10.93B,10.72B,10.54B
Net Goodwill,6.67B,6.67B,6.67B,6.67B,6.67B
Net Other Intangibles,4.58B,4.48B,-,-,-
Other Assets,257M,250.2M,265.4M,111.9M,279.6M
Total Assets,16.28B,16.22B,16.05B,16.2B,16.21B
Total Assets Growth,-,-0.39%,-1.03%,0.95%,0.05%
