Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,135.86B,142B,139.65B,133.97B,125B
Cash & Short Term Investments Growth,-,4.52%,-1.66%,-4.07%,-6.70%
Cash Only,23.63B,23.72B,20.95B,20.89B,17.94B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,40.51%,40.88%,38.87%,37.52%,35.19%
Total Accounts Receivable,32.85B,34.8B,40.27B,35.62B,37.07B
Total Accounts Receivable Growth,-,5.93%,15.72%,-11.54%,4.07%
"Accounts Receivables, Net",31.97B,34.05B,39.3B,34.7B,35.71B
"Accounts Receivables, Gross",32.55B,34.61B,39.85B,35.28B,36.34B
Bad Debt/Doubtful Accounts,(579M),(567M),(550M),(578M),(634M)
Other Receivable,884M,753M,-,-,-
Accounts Receivable Turnover,1.88,1.87,1.87,1.90,1.87
Inventories,907M,1.28B,1.17B,1.37B,1.98B
Finished Goods,907M,1.28B,1.17B,1.37B,1.98B
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,6.08B,6.03B,7.05B,6.89B,8.32B
Miscellaneous Current Assets,6.08B,6.03B,7.05B,6.89B,8.32B
Total Current Assets,175.7B,184.11B,188.14B,177.85B,172.37B
"Net Property, Plant & Equipment",104.68B,107.55B,110.56B,117.21B,119.62B
"Property, Plant & Equipment - Gross",150.05B,154.82B,159.97B,169.17B,173.66B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,51.19B,53.55B,55.61B,57.63B,59.64B
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,45.38B,47.27B,49.41B,51.96B,54.04B
Total Investments and Advances,26.12B,26.54B,29.55B,30.54B,30.67B
Other Long-Term Investments,24.52B,25.04B,28.05B,29.14B,29.27B
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,24.03B,24.17B,24.37B,24.32B,25.33B
Net Goodwill,22.41B,22.62B,22.96B,23.01B,23.95B
Net Other Intangibles,1.63B,1.55B,-,-,-
Other Assets,3.71B,3.83B,5.36B,5.78B,5.71B
Total Assets,335.39B,347.4B,359.27B,357.1B,355.19B
Total Assets Growth,-,3.58%,3.42%,-0.60%,-0.54%
