Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,3.21B,3.24B,4.92B,2.68B,3.02B
Cash & Short Term Investments Growth,-,1.00%,51.77%,-45.65%,13.05%
Cash Only,3.17B,3.14B,4.84B,2.39B,2.77B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,7.74%,7.89%,11.62%,6.27%,7.39%
Total Accounts Receivable,6.82B,5.84B,4.84B,7.3B,6.97B
Total Accounts Receivable Growth,-,-14.28%,-17.24%,50.96%,-4.49%
"Accounts Receivables, Net",5.79B,4.77B,3.59B,6.05B,5.79B
"Accounts Receivables, Gross",6B,4.98B,3.8B,6.29B,6.02B
Bad Debt/Doubtful Accounts,(216M),(210M),(210M),(232M),(233M)
Other Receivable,1.03B,1.07B,-,-,-
Accounts Receivable Turnover,0.83,0.41,0.72,0.63,0.90
Inventories,3.54B,4.42B,5.18B,4.99B,4.18B
Finished Goods,1.68B,1.87B,2.5B,2.69B,1.72B
Work in Progress,1.41B,2.03B,2.08B,1.64B,1.79B
Raw Materials,455M,518M,607M,660M,669M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,718M,644M,609M,918M,585M
Miscellaneous Current Assets,718M,644M,306M,918M,585M
Total Current Assets,14.29B,14.15B,15.55B,15.88B,14.76B
"Net Property, Plant & Equipment",4.34B,4.31B,4.79B,4.33B,4.3B
"Property, Plant & Equipment - Gross",8.34B,8.27B,8.82B,8.48B,8.53B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,4B,3.96B,4.04B,4.15B,4.23B
Total Investments and Advances,68M,67M,76M,91M,93M
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,50M,70M,58M,58M,61M
Intangible Assets,20.62B,20.36B,20.15B,19.97B,19.66B
Net Goodwill,10.21B,10.13B,10.11B,10.11B,9.99B
Net Other Intangibles,10.41B,10.23B,-,-,-
Other Assets,1.69B,1.73B,1.29B,1.83B,1.58B
Total Assets,41.5B,41.12B,42.34B,42.63B,40.91B
Total Assets Growth,-,-0.90%,2.97%,0.68%,-4.05%
