Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,167.23M,119.13M,117.97M,126M,108M
Cash & Short Term Investments Growth,-,-28.76%,-0.98%,6.81%,-14.29%
Cash Only,167.23M,119.13M,117.97M,126M,108M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,2.06%,1.41%,1.39%,1.49%,1.30%
Total Accounts Receivable,1.36B,1.55B,1.45B,1.44B,1.41B
Total Accounts Receivable Growth,-,14.38%,-6.45%,-0.54%,-2.42%
"Accounts Receivables, Net",1.36B,1.55B,1.45B,1.44B,1.41B
"Accounts Receivables, Gross",1.44B,1.63B,1.52B,1.51B,1.47B
Bad Debt/Doubtful Accounts,(81.11M),(73.1M),(67.17M),(70M),(63M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,2.19,2.05,2.29,2.20,2.15
Inventories,1.69B,1.78B,1.86B,1.87B,1.82B
Finished Goods,1.69B,1.78B,1.86B,1.87B,1.82B
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,529.93M,457.23M,413.1M,389M,449M
Miscellaneous Current Assets,529.93M,457.23M,413.1M,389M,449M
Total Current Assets,3.74B,3.91B,3.84B,3.83B,3.79B
"Net Property, Plant & Equipment",659.66M,685.56M,691.41M,689M,683M
"Property, Plant & Equipment - Gross",-,-,1.24B,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,385.01M,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,550.29M,-,-
Total Investments and Advances,-,-,168.12M,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,35.75M,-,-
Intangible Assets,3.33B,3.43B,3.52B,3.5B,3.44B
Net Goodwill,2.72B,2.78B,2.85B,2.86B,2.83B
Net Other Intangibles,604.52M,645.83M,-,-,-
Other Assets,394.67M,397.76M,185.4M,427M,416M
Total Assets,8.12B,8.42B,8.48B,8.45B,8.32B
Total Assets Growth,-,3.65%,0.72%,-0.40%,-1.46%
