Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,8.95B,10.61B,5.63B,7.14B,8.5B
Cash & Short Term Investments Growth,-,18.45%,-46.95%,26.98%,18.95%
Cash Only,6.7B,9.93B,5.18B,6.41B,7.23B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,10.48%,12.15%,6.21%,7.66%,9.07%
Total Accounts Receivable,4.52B,5.47B,6.67B,7.88B,8.15B
Total Accounts Receivable Growth,-,20.80%,22.05%,18.13%,3.48%
"Accounts Receivables, Net",4.52B,5.47B,6.67B,7.88B,8.15B
"Accounts Receivables, Gross",4.53B,5.47B,6.67B,7.88B,8.16B
Bad Debt/Doubtful Accounts,(2M),(2M),(2M),(2M),(2M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,2.13,2.16,2.17,2.31,2.60
Inventories,1.14B,1.04B,1.21B,1.17B,1.23B
Finished Goods,572M,485M,647M,611M,653M
Work in Progress,-,-,-,-,-
Raw Materials,566M,558M,561M,563M,581M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,2.56B,3.07B,2.55B,1.39B,975M
Miscellaneous Current Assets,2.56B,3.07B,2.55B,1.39B,975M
Total Current Assets,17.17B,20.18B,16.05B,17.59B,18.86B
"Net Property, Plant & Equipment",57.72B,56.69B,65.56B,64.64B,64.01B
"Property, Plant & Equipment - Gross",123.29B,121.91B,130.3B,129.35B,129.22B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,65.57B,65.22B,64.74B,64.71B,65.21B
Total Investments and Advances,8.41B,8.43B,7.31B,8.79B,8.78B
Other Long-Term Investments,2.01B,2.03B,607M,1.99B,2.38B
Long-Term Note Receivables,-,-,98M,-,-
Intangible Assets,-,-,-,-,-
Net Goodwill,-,-,-,-,-
Net Other Intangibles,-,-,-,-,-
Other Assets,2.1B,2.01B,1.31B,2.29B,2.04B
Total Assets,85.4B,87.3B,90.66B,93.31B,93.69B
Total Assets Growth,-,2.23%,3.85%,2.92%,0.41%
