Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,390.09M,423.73M,147.34M,206.02M,467.14M
Cash & Short Term Investments Growth,-,8.62%,-65.23%,39.83%,126.74%
Cash Only,390.09M,423.73M,147.34M,206.02M,467.14M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,10.52%,10.33%,3.02%,4.00%,8.54%
Total Accounts Receivable,480.89M,510.67M,546.47M,609.87M,692.29M
Total Accounts Receivable Growth,-,6.19%,7.01%,11.60%,13.51%
"Accounts Receivables, Net",480.89M,510.67M,546.47M,609.87M,692.29M
"Accounts Receivables, Gross",555.65M,593.65M,558.49M,711.36M,692.29M
Bad Debt/Doubtful Accounts,(74.76M),(82.98M),(12.03M),(101.49M),-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.91,1.85,1.95,1.86,1.87
Inventories,772.86M,934.95M,1.09B,1.24B,1.24B
Finished Goods,291.21M,302.55M,351.79M,451.49M,460.26M
Work in Progress,5.06M,8.81M,10.76M,13.32M,14.03M
Raw Materials,476.59M,623.59M,727.16M,771.97M,766.24M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,48.7M,54.23M,64.95M,72.74M,91.36M
Miscellaneous Current Assets,48.7M,54.23M,64.95M,72.74M,91.36M
Total Current Assets,1.69B,1.92B,1.85B,2.13B,2.49B
"Net Property, Plant & Equipment",392.52M,412.71M,542.12M,443.48M,446.01M
"Property, Plant & Equipment - Gross",606.85M,636.96M,775.82M,689.09M,702.39M
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,214.34M,224.26M,233.7M,245.61M,256.38M
Total Investments and Advances,-,-,-,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,1.55B,1.66B,2.45B,2.42B,2.36B
Net Goodwill,1.11B,1.17B,1.41B,1.41B,1.39B
Net Other Intangibles,439.53M,483.21M,-,-,-
Other Assets,70.19M,102.82M,20.62M,150.13M,162.21M
Total Assets,3.71B,4.1B,4.88B,5.15B,5.47B
Total Assets Growth,-,10.62%,18.96%,5.61%,6.24%
