Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash Only,1.11B,1.07B,1.44B,1.78B,2.12B
Cash Growth,-,-3.43%,34.86%,23.41%,19.00%
Total Investment Assets,25.95B,26.72B,28.23B,27.52B,26.61B
Investments Growth,-,2.95%,5.68%,-2.52%,-3.32%
Total Fixed Income Securities Investment,-,-,-,-,-
Bonds,-,-,-,-,-
Redeemable Preferred Stock,-,-,-,-,-
Total Equity Securities Investment,-,-,-,-,-
Common Stocks,-,-,-,-,-
Non-Redeemable Preferred Stock,-,-,-,-,-
Real Estate Assets,-,-,-,-,-
"Mortgage, Policy & Other Loans",-,-,-,-,-
Other Investments,-,-,2.92B,-,-
Yield On Investment,-,-,-,-,-
Premium Balance Receivables,3.2B,3.41B,3.29B,3.26B,3.41B
Premium Balance Growth,-,6.54%,-3.37%,-0.90%,4.37%
"Net Property, Plant & Equipment",-,-,138.94M,-,-
Investment in Unconsolidated Subs.,-,-,-,-,-
Other Assets (Including Intangibles),2.59B,2.65B,2.51B,2.83B,3.12B
Separate & Variable Account Assets,-,-,-,-,-
Deferred Charges,748.9M,797.74M,872.29M,842.74M,836.5M
Tangible Other Assets,1.84B,1.85B,1.64B,1.98B,2.28B
Intangible Assets,-,-,-,-,-
Total Assets,32.84B,33.84B,35.62B,35.39B,35.25B
Assets - Total - 1 Year Growth,-,3.03%,5.26%,-0.64%,-0.40%
Return On Average Assets,-,-,-,-,4.12%
