Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,2.19B,2.18B,2.12B,2.13B,1.84B
Cash & Short Term Investments Growth,-,-0.27%,-2.98%,0.43%,-13.41%
Cash Only,2.19B,2.18B,2.12B,2.13B,1.84B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,14.23%,14.29%,13.38%,13.36%,11.59%
Total Accounts Receivable,822M,773M,838M,800M,876M
Total Accounts Receivable Growth,-,-5.96%,8.41%,-4.53%,9.50%
"Accounts Receivables, Net",822M,773M,838M,800M,876M
"Accounts Receivables, Gross",853M,802M,862M,826M,900M
Bad Debt/Doubtful Accounts,(31M),(29M),(24M),(26M),(24M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,3.88,3.87,3.96,3.75,3.60
Inventories,3.66B,3.67B,3.47B,3.66B,3.74B
Finished Goods,1.14B,1.09B,1.07B,1.1B,1.11B
Work in Progress,1.71B,1.74B,1.55B,1.69B,1.71B
Raw Materials,815M,844M,849M,877M,924M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,874M,890M,1.02B,1.06B,972M
Miscellaneous Current Assets,874M,890M,1.02B,1.06B,972M
Total Current Assets,7.55B,7.52B,7.44B,7.64B,7.43B
"Net Property, Plant & Equipment",2.87B,2.86B,2.91B,2.86B,2.83B
"Property, Plant & Equipment - Gross",7.68B,7.71B,7.8B,7.77B,7.77B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,4.81B,4.86B,4.89B,4.91B,4.95B
Total Investments and Advances,-,-,-,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,652M,596M,605M,578M,561M
Intangible Assets,2.16B,2.15B,2.59B,2.15B,2.28B
Net Goodwill,2.16B,2.15B,2.15B,2.15B,2.28B
Net Other Intangibles,-,-,-,-,-
Other Assets,2.15B,2.15B,2.15B,2.69B,2.78B
Total Assets,15.38B,15.27B,15.83B,15.91B,15.88B
Total Assets Growth,-,-0.72%,3.65%,0.53%,-0.20%
