Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Total Cash & Due from Banks,25.59B,27.51B,29.41B,27.95B,20.5B
Cash & Due from Banks Growth,-,7.47%,6.92%,-4.98%,-26.64%
Investments - Total,33.54B,32.5B,33.51B,33.02B,32.97B
Investments Growth,-,-3.10%,3.12%,-1.48%,-0.13%
Trading Account Securities,-,-,-,-,-
Federal Funds Sold & Securities Purchased,-,-,-,-,-
Federal Funds Sold,-,-,-,-,-
Securities Bought Under Resale Agreement,-,-,-,-,-
Treasury Securities,-,-,-,-,-
Federal Agency Securities,-,-,-,-,-
State & Municipal Securities,-,-,-,-,-
Mortgage Backed Securities,-,-,-,-,-
Other Securities,-,-,-,-,-
Other Investments,3.26B,2.57B,3.67B,2.77B,3.08B
Net Loans,82.48B,81.84B,86.31B,87.92B,92.03B
Gross Loans - Net of Unearned Income,84.07B,83.27B,-,-,-
Commercial & Industrial Loans,42.63B,41.75B,43.76B,45.64B,48.49B
Consumer & Installment Loans,4.88B,4.73B,7.68B,7.6B,7.9B
Real Estate Mortgage Loans,36.57B,36.79B,36.34B,39.7B,40.61B
Lease Financing Loans,-,-,-,-,-
Foreign Loans,-,-,-,-,-
Broker & Financial Institution Loans,-,-,-,-,-
Unspecified/Other Loans,-,-,-,-,-
Unearned Income,-,-,-,-,-
Loan Loss Allowances (Reserves),(1.6B),(1.43B),(1.48B),(1.42B),(1.43B)
Customer Liability on Acceptances,-,-,-,-,-
Loans - 1 Yr Growth Rate,-,-0.77%,5.45%,1.87%,4.68%
Loans (Total) / Total Deposits,-,-,-,-,-
Loans (Total) / Total Assets,-,-,-,-,-
"Net Property, Plant & Equipment",1.83B,1.81B,2.27B,1.79B,1.77B
Other Assets (Including Intangibles),11.85B,12.2B,10.51B,13.07B,13.26B
Other Assets,6.56B,6.92B,4.46B,7.03B,7.23B
Intangible Assets,5.29B,5.28B,6.05B,6.04B,6.03B
Interest Receivables,323M,304M,319M,329M,365M
Total Assets,155.61B,156.15B,162.94B,164.08B,160.91B
Assets - Total Growth,-,0.35%,4.35%,0.70%,-1.93%
Return On Average Assets,-,-,-,-,1.62%
