Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,4.31B,3.36B,2.76B,2.15B,2.1B
Cash & Short Term Investments Growth,-,-21.99%,-17.97%,-22.11%,-2.07%
Cash Only,4.25B,3.29B,2.7B,1.97B,2.1B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,12.78%,10.29%,8.54%,6.52%,6.19%
Total Accounts Receivable,345.06M,397.23M,408.07M,506.16M,565.01M
Total Accounts Receivable Growth,-,15.12%,2.73%,24.04%,11.63%
"Accounts Receivables, Net",345.06M,397.23M,408.07M,506.16M,565.01M
"Accounts Receivables, Gross",345.06M,409.6M,421.48M,512.26M,572.91M
Bad Debt/Doubtful Accounts,-,(12.37M),(13.41M),(6.1M),(7.9M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,0.15,1.15,2.41,2.09,3.87
Inventories,132.89M,142.41M,150.22M,179.47M,229.11M
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,224.69M,268.01M,286.03M,344.65M,664.56M
Miscellaneous Current Assets,224.69M,268.01M,286.03M,344.65M,664.56M
Total Current Assets,5.01B,4.17B,3.6B,3.18B,3.56B
"Net Property, Plant & Equipment",26.43B,26.26B,26.45B,27.48B,28.13B
"Property, Plant & Equipment - Gross",-,-,37.63B,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,11.18B,-,-
Total Investments and Advances,514.62M,476.31M,460.02M,467.09M,453.78M
Other Long-Term Investments,25.72M,27.11M,15.62M,63.09M,88.78M
Long-Term Note Receivables,53.7M,170.33M,161.98M,197.49M,211.45M
Intangible Assets,809.44M,809.37M,1.24B,809.44M,809.3M
Net Goodwill,809.44M,809.37M,809.38M,809.44M,809.3M
Net Other Intangibles,-,-,-,-,-
Other Assets,872.56M,782.24M,342.07M,812.64M,781.94M
Total Assets,33.69B,32.67B,32.26B,32.94B,33.94B
Total Assets Growth,-,-3.05%,-1.25%,2.11%,3.05%
