Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,4.5B,3.78B,4.99B,4.83B,4.79B
Cash & Short Term Investments Growth,-,-16.14%,32.05%,-3.16%,-0.82%
Cash Only,3.07B,2.23B,3.43B,3.31B,3.23B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,15.53%,13.53%,17.02%,15.79%,15.66%
Total Accounts Receivable,1.55B,1.5B,1.6B,1.93B,1.96B
Total Accounts Receivable Growth,-,-3.17%,6.79%,20.28%,1.65%
"Accounts Receivables, Net",1.53B,1.48B,1.28B,1.93B,1.96B
"Accounts Receivables, Gross",1.53B,1.48B,1.28B,1.93B,1.96B
Bad Debt/Doubtful Accounts,(600K),(600K),(600K),(600K),(600K)
Other Receivable,24.4M,25.1M,-,-,-
Accounts Receivable Turnover,3.77,3.43,4.17,3.36,3.66
Inventories,2.05B,2.52B,1.77B,2.22B,2.23B
Finished Goods,646.4M,687.5M,676M,749.9M,792.1M
Work in Progress,-,-,-,-,-
Raw Materials,1.6B,2.03B,1.3B,1.47B,1.44B
Progress Payments & Other,(194.4M),(198.2M),(207.7M),-,-
Other Current Assets,796.9M,667.9M,732.9M,720.5M,692.1M
Miscellaneous Current Assets,796.9M,667.9M,732.9M,720.5M,692.1M
Total Current Assets,8.91B,8.46B,9.09B,9.7B,9.67B
"Net Property, Plant & Equipment",6.74B,6.59B,6.62B,6.52B,6.32B
"Property, Plant & Equipment - Gross",-,-,11.99B,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,5.36B,-,-
Total Investments and Advances,10.5M,18.9M,30.9M,24M,70.4M
Other Long-Term Investments,10.5M,18.9M,30.9M,24M,70.4M
Long-Term Note Receivables,11.87B,11.38B,11.89B,12.56B,12.65B
Intangible Assets,-,-,-,-,-
Net Goodwill,-,-,-,-,-
Net Other Intangibles,-,-,-,-,-
Other Assets,1.48B,1.46B,1.56B,1.78B,1.87B
Total Assets,29.01B,27.91B,29.3B,30.59B,30.59B
Total Assets Growth,-,-3.80%,4.99%,4.38%,0.01%
