Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,1.88B,2.96B,4.54B,5.35B,2.59B
Cash & Short Term Investments Growth,-,57.12%,53.67%,17.80%,-51.60%
Cash Only,1.88B,2.96B,4.54B,5.35B,2.59B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,4.24%,7.47%,11.50%,13.30%,7.05%
Total Accounts Receivable,132M,36M,47M,46M,43M
Total Accounts Receivable Growth,-,-72.73%,30.56%,-2.13%,-6.52%
"Accounts Receivables, Net",132M,36M,47M,46M,43M
"Accounts Receivables, Gross",132M,36M,47M,46M,43M
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,42.53,153.64,108.21,104.76,124.98
Inventories,1.79B,1.13B,1.19B,1.21B,1.14B
Finished Goods,525M,300M,261M,328M,327M
Work in Progress,450M,30M,23M,30M,29M
Raw Materials,819M,803M,910M,856M,788M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,376M,1.89B,298M,149M,308M
Miscellaneous Current Assets,376M,1.89B,298M,149M,308M
Total Current Assets,4.18B,6.02B,6.08B,6.76B,4.09B
"Net Property, Plant & Equipment",1.93B,1.52B,1.55B,1.55B,1.56B
"Property, Plant & Equipment - Gross",5.1B,4.42B,4.43B,4.3B,4.35B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,3.17B,2.9B,2.88B,2.75B,2.79B
Total Investments and Advances,20.05B,13.95B,13.53B,13.53B,12.63B
Other Long-Term Investments,215M,80M,65M,50M,41M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,17.76B,17.5B,17.48B,17.47B,17.55B
Net Goodwill,5.18B,5.18B,5.18B,5.18B,5.18B
Net Other Intangibles,12.58B,12.33B,-,-,-
Other Assets,468M,569M,873M,931M,923M
Total Assets,44.39B,39.56B,39.52B,40.24B,36.75B
Total Assets Growth,-,-10.87%,-0.10%,1.80%,-8.67%
