Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Total Cash & Due from Banks,59.03B,54.22B,67.64B,59.48B,43.05B
Cash & Due from Banks Growth,-,-8.14%,24.74%,-12.06%,-27.62%
Investments - Total,66.38B,65.89B,66.12B,64.07B,62.96B
Investments Growth,-,-0.74%,0.36%,-3.10%,-1.75%
Trading Account Securities,500K,200K,300K,400K,400K
Federal Funds Sold & Securities Purchased,-,-,-,-,-
Federal Funds Sold,100K,-,-,-,-
Securities Bought Under Resale Agreement,-,-,-,-,-
Treasury Securities,-,-,-,-,-
Federal Agency Securities,-,-,-,-,-
State & Municipal Securities,-,-,-,-,-
Mortgage Backed Securities,-,-,-,-,-
Other Securities,-,-,-,-,-
Other Investments,6.91B,6.18B,3.86B,4.96B,6.65B
Net Loans,37.25B,39.3B,40.33B,39.09B,41.05B
Gross Loans - Net of Unearned Income,37.41B,39.46B,-,-,-
Commercial & Industrial Loans,10.16B,11.58B,12.16B,12.26B,13.23B
Consumer & Installment Loans,14.71B,14.78B,15.29B,13.3B,13.91B
Real Estate Mortgage Loans,6.1B,5.86B,10.65B,6.22B,6.38B
Lease Financing Loans,-,-,-,-,-
Foreign Loans,2.48B,2.89B,2.37B,3.15B,3.37B
Broker & Financial Institution Loans,-,-,-,-,-
Unspecified/Other Loans,-,-,-,-,-
Unearned Income,-,-,-,-,-
Loan Loss Allowances (Reserves),(160.5M),(155.3M),(150.6M),(152M),(154.7M)
Customer Liability on Acceptances,-,-,-,-,-
Loans - 1 Yr Growth Rate,-,5.52%,2.62%,-3.08%,5.03%
Loans (Total) / Total Deposits,-,-,-,-,-
Loans (Total) / Total Assets,-,-,-,-,-
"Net Property, Plant & Equipment",496.5M,493.6M,1.02B,486M,476.6M
Other Assets (Including Intangibles),8.9B,8.95B,8.55B,9.21B,9.94B
Other Assets,6.48B,6.61B,6.07B,6.71B,7.41B
Intangible Assets,2.42B,2.34B,2.48B,2.5B,2.53B
Interest Receivables,237.8M,230.3M,225M,230.6M,293.2M
Total Assets,172.29B,169.09B,183.89B,172.57B,157.79B
Assets - Total Growth,-,-1.86%,8.76%,-6.16%,-8.56%
Return On Average Assets,-,-,-,-,0.87%
