Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,10.29B,10.37B,11.54B,8.53B,7.21B
Cash & Short Term Investments Growth,-,0.80%,11.32%,-26.14%,-15.39%
Cash Only,10.29B,10.37B,11.54B,8.53B,7.21B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,8.62%,8.67%,9.51%,7.09%,6.15%
Total Accounts Receivable,4.73B,5.66B,5.24B,5.51B,5.14B
Total Accounts Receivable Growth,-,19.83%,-7.44%,5.19%,-6.71%
"Accounts Receivables, Net",4.73B,5.66B,5.24B,5.51B,5.14B
"Accounts Receivables, Gross",4.73B,5.66B,5.24B,5.51B,5.14B
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,4.01,3.59,4.00,3.52,3.79
Inventories,5.98B,6.31B,6.67B,7.1B,6.92B
Finished Goods,3.62B,3.7B,3.85B,4.12B,3.9B
Work in Progress,719M,769M,766M,837M,856M
Raw Materials,1.65B,1.84B,2.06B,2.15B,2.17B
Progress Payments & Other,-,-,-,-,-
Other Current Assets,2.1B,2B,2.09B,2.28B,2.37B
Miscellaneous Current Assets,2.1B,2B,2.09B,2.28B,2.37B
Total Current Assets,23.09B,24.34B,25.55B,23.42B,21.65B
"Net Property, Plant & Equipment",22.49B,21.39B,21.36B,21.32B,21.96B
"Property, Plant & Equipment - Gross",47.51B,-,-,-,47.46B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,25.01B,-,-,-,25.5B
Total Investments and Advances,192M,160M,154M,153M,140M
Other Long-Term Investments,192M,160M,154M,153M,140M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,64.57B,64B,63.85B,64.62B,63.38B
Net Goodwill,40.92B,40.49B,40.32B,40.71B,39.7B
Net Other Intangibles,23.64B,23.5B,-,-,-
Other Assets,8.96B,9.78B,10.51B,10.7B,10.08B
Total Assets,119.31B,119.67B,121.42B,120.22B,117.21B
Total Assets Growth,-,0.30%,1.46%,-0.99%,-2.50%
