Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,1.42B,1.13B,591.9M,540.56M,488.99M
Cash & Short Term Investments Growth,-,-20.34%,-47.53%,-8.67%,-9.54%
Cash Only,753.68M,1.13B,268.9M,230.56M,223.99M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,9.57%,7.81%,4.16%,3.76%,3.33%
Total Accounts Receivable,2.02B,1.88B,1.84B,2.04B,2.11B
Total Accounts Receivable Growth,-,-6.80%,-2.15%,11.13%,2.99%
"Accounts Receivables, Net",1.78B,1.74B,1.65B,1.87B,1.93B
"Accounts Receivables, Gross",1.86B,1.82B,1.72B,1.95B,2B
Bad Debt/Doubtful Accounts,(82.17M),(78.22M),(73.15M),(73.21M),(73.65M)
Other Receivable,238M,137.94M,-,-,-
Accounts Receivable Turnover,1.46,1.50,1.50,1.47,1.50
Inventories,2.08B,2.22B,2.39B,2.51B,2.83B
Finished Goods,1.49B,1.56B,1.68B,1.74B,1.95B
Work in Progress,129.52M,132.72M,144M,164.44M,181.09M
Raw Materials,461.21M,523.57M,569.96M,609.89M,696.2M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,434.93M,421.94M,414.81M,466.24M,519.9M
Miscellaneous Current Assets,25.26M,19.17M,20.16M,18.88M,19.04M
Total Current Assets,5.95B,5.65B,5.24B,5.56B,5.94B
"Net Property, Plant & Equipment",4.84B,4.83B,5.03B,4.94B,4.99B
"Property, Plant & Equipment - Gross",9.31B,9.38B,9.64B,9.63B,9.78B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,4.46B,4.55B,-,4.69B,-
Total Investments and Advances,-,-,-,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,3.53B,3.52B,3.51B,3.46B,3.39B
Net Goodwill,2.61B,2.61B,2.61B,2.58B,2.54B
Net Other Intangibles,922.7M,911.27M,-,-,-
Other Assets,467.64M,452.81M,451.44M,421.72M,369.24M
Total Assets,14.79B,14.45B,14.22B,14.39B,14.69B
Total Assets Growth,-,-2.32%,-1.56%,1.14%,2.10%
