Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,16.07B,15.96B,14.45B,13.28B,12.96B
Cash & Short Term Investments Growth,-,-0.69%,-9.49%,-8.11%,-2.36%
Cash Only,16.07B,15.96B,14.45B,13.28B,12.96B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,7.95%,7.84%,7.11%,6.56%,6.35%
Total Accounts Receivable,13.36B,13.37B,14.88B,13.75B,13.69B
Total Accounts Receivable Growth,-,0.09%,11.33%,-7.63%,-0.44%
"Accounts Receivables, Net",13.36B,11.01B,14.88B,13.75B,13.69B
"Accounts Receivables, Gross",13.36B,11.18B,14.88B,13.75B,13.69B
Bad Debt/Doubtful Accounts,-,(170M),-,-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.27,1.39,1.46,1.47,1.57
Inventories,1.34B,1.33B,1.35B,1.43B,1.59B
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,1.34B,1.33B,1.35B,1.43B,1.59B
Other Current Assets,827M,814M,1.11B,1.18B,1.28B
Miscellaneous Current Assets,827M,814M,1.11B,1.18B,1.28B
Total Current Assets,31.6B,31.47B,31.79B,29.63B,29.52B
"Net Property, Plant & Equipment",32.38B,36.86B,32.68B,32.92B,33.58B
"Property, Plant & Equipment - Gross",69.96B,74.78B,71.19B,71.7B,72.67B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,37.58B,37.92B,38.51B,38.78B,39.09B
Total Investments and Advances,4.22B,4.11B,3.71B,3.46B,3.54B
Other Long-Term Investments,4.22B,1.47B,3.71B,3.46B,3.54B
Long-Term Note Receivables,1.6B,-,1.4B,1.3B,1.3B
Intangible Assets,95.44B,95.19B,94.63B,93.89B,93.28B
Net Goodwill,77.84B,78.07B,78.05B,78.02B,77.95B
Net Other Intangibles,17.6B,17.12B,-,-,-
Other Assets,36.99B,35.98B,39.11B,41.25B,42.86B
Total Assets,202.22B,203.61B,203.31B,202.45B,204.07B
Total Assets Growth,-,0.69%,-0.15%,-0.42%,0.80%
