Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,1.13B,1.39B,1.51B,1.51B,1.25B
Cash & Short Term Investments Growth,-,23.07%,9.01%,-0.13%,-16.95%
Cash Only,1.13B,1.39B,1.51B,1.51B,1.25B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,7.47%,9.06%,9.79%,9.77%,8.15%
Total Accounts Receivable,952M,1.01B,1.07B,1.05B,1.29B
Total Accounts Receivable Growth,-,6.30%,5.53%,-1.31%,22.30%
"Accounts Receivables, Net",952M,1.01B,1.07B,1.05B,1.29B
"Accounts Receivables, Gross",1.09B,1.14B,1.19B,1.18B,1.41B
Bad Debt/Doubtful Accounts,(135M),(130M),(126M),(127M),(122M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.40,1.74,1.72,1.64,1.75
Inventories,-,-,-,-,-
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,300M,295M,291M,297M,297M
Miscellaneous Current Assets,184M,171M,202M,132M,169M
Total Current Assets,2.38B,2.69B,2.87B,2.86B,2.84B
"Net Property, Plant & Equipment",1.08B,1.02B,999M,949M,881M
"Property, Plant & Equipment - Gross",-,-,1.5B,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,505M,-,-
Total Investments and Advances,-,-,-,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,10.94B,10.91B,10.91B,10.89B,10.92B
Net Goodwill,5.09B,5.08B,5.07B,5.06B,5.03B
Net Other Intangibles,5.85B,5.83B,-,-,-
Other Assets,441M,448M,452M,544M,531M
Total Assets,15.09B,15.31B,15.44B,15.46B,15.38B
Total Assets Growth,-,1.48%,0.83%,0.12%,-0.50%
