Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,199.02M,189.74M,115.3M,106M,132.66M
Cash & Short Term Investments Growth,-,-4.66%,-39.23%,-8.07%,25.15%
Cash Only,199.02M,189.74M,115.3M,106M,132.66M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,1.55%,1.48%,0.88%,0.81%,1.00%
Total Accounts Receivable,1.79B,1.76B,1.75B,1.75B,1.84B
Total Accounts Receivable Growth,-,-1.33%,-1.00%,0.47%,4.58%
"Accounts Receivables, Net",1.79B,1.76B,1.75B,1.75B,1.84B
"Accounts Receivables, Gross",1.79B,1.76B,1.75B,1.75B,1.84B
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.79,1.79,1.88,1.88,1.81
Inventories,195.14M,202.82M,206.84M,208.3M,209.57M
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,195.14M,202.82M,206.84M,208.3M,209.57M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,183.22M,186.52M,194.78M,232.72M,258.76M
Miscellaneous Current Assets,183.22M,186.52M,188.78M,232.72M,258.76M
Total Current Assets,2.37B,2.34B,2.26B,2.3B,2.44B
"Net Property, Plant & Equipment",5.95B,6B,6.24B,6.29B,6.33B
"Property, Plant & Equipment - Gross",10.68B,10.83B,11.14B,11.3B,11.42B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,4.73B,4.83B,4.9B,-,5.09B
Total Investments and Advances,210.56M,219.13M,247.15M,244.93M,245.05M
Other Long-Term Investments,205.56M,214.43M,237.75M,235.83M,236.15M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,3.9B,3.89B,4.04B,3.95B,3.91B
Net Goodwill,3.9B,3.89B,3.96B,3.95B,3.91B
Net Other Intangibles,-,-,-,-,-
Other Assets,351.43M,349.74M,251.71M,312.89M,319.39M
Total Assets,12.81B,12.85B,13.09B,13.14B,13.3B
Total Assets Growth,-,0.27%,1.92%,0.39%,1.15%
