Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,4.83B,5.25B,5.4B,3.24B,2.75B
Cash & Short Term Investments Growth,-,8.67%,2.97%,-40.13%,-14.87%
Cash Only,3.68B,2.28B,2.43B,2.7B,2.63B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,12.19%,12.73%,11.15%,6.58%,5.52%
Total Accounts Receivable,977.28M,1B,942.56M,1.09B,1.05B
Total Accounts Receivable Growth,-,2.53%,-5.94%,15.59%,-3.46%
"Accounts Receivables, Net",977.28M,1B,942.56M,1.09B,1.05B
"Accounts Receivables, Gross",1.03B,1.05B,981.1M,1.12B,1.08B
Bad Debt/Doubtful Accounts,(49.78M),(47.98M),(38.53M),(33.94M),(29.3M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,4.59,4.44,4.72,3.98,4.00
Inventories,385.4M,470.83M,534.94M,536.89M,585.76M
Finished Goods,355.49M,429.93M,489.07M,474.23M,546.6M
Work in Progress,18.18M,17.04M,19.07M,16.7M,16.36M
Raw Materials,11.73M,23.86M,26.79M,45.96M,22.8M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,412.67M,557.84M,641.98M,433.72M,448.79M
Miscellaneous Current Assets,412.67M,557.84M,641.98M,433.72M,448.79M
Total Current Assets,6.6B,7.28B,7.52B,5.3B,4.84B
"Net Property, Plant & Equipment",2.67B,3.59B,4.75B,5.84B,6.75B
"Property, Plant & Equipment - Gross",7.58B,8.5B,9.38B,10.52B,11.25B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,4.91B,4.91B,4.63B,4.68B,4.5B
Total Investments and Advances,400.3M,260.07M,5.49B,246.1M,248.5M
Other Long-Term Investments,246.35M,105.04M,5.33B,105.05M,105.23M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,28.96B,29.12B,29.31B,29.52B,37.06B
Net Goodwill,-,-,227.64M,-,-
Net Other Intangibles,28.96B,29.12B,-,-,-
Other Assets,985.63M,967.64M,934.29M,8.3B,953.09M
Total Assets,39.62B,41.21B,48.46B,49.2B,49.86B
Total Assets Growth,-,4.01%,17.59%,1.52%,1.33%
