Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Total Cash & Due from Banks,26.59B,45.86B,44.84B,55.77B,53.32B
Cash & Due from Banks Growth,-,72.45%,-2.22%,24.37%,-4.39%
Investments - Total,2.22T,2.32T,2.29T,2.43T,2.28T
Investments Growth,-,4.66%,-1.31%,5.86%,-6.11%
Trading Account Securities,520.59B,515.9B,433.58B,511.53B,465.58B
Federal Funds Sold & Securities Purchased,-,-,-,-,-
Federal Funds Sold,260.99B,282.16B,261.7B,301.88B,322.16B
Securities Bought Under Resale Agreement,-,-,-,-,-
Treasury Securities,-,-,-,-,-
Federal Agency Securities,-,-,-,-,-
State & Municipal Securities,-,-,-,-,-
Mortgage Backed Securities,-,-,-,-,-
Other Securities,-,-,-,-,-
Other Investments,675.97B,724.5B,716.23B,705.99B,621.47B
Net Loans,1.01T,1.02T,1.05T,1.05T,1.08T
Gross Loans - Net of Unearned Income,1.03T,1.03T,-,-,-
Commercial & Industrial Loans,555.75B,564.97B,592.71B,602.9B,617.48B
Consumer & Installment Loans,251.66B,248.25B,251.52B,236.04B,244.82B
Real Estate Mortgage Loans,218.03B,221.67B,224.8B,227.93B,237.14B
Lease Financing Loans,-,-,-,-,-
Foreign Loans,-,-,-,-,-
Broker & Financial Institution Loans,-,-,-,-,-
Unspecified/Other Loans,-,-,-,-,-
Unearned Income,-,-,-,-,-
Loan Loss Allowances (Reserves),(19.5B),(18.15B),(16.39B),(17.19B),(17.75B)
Customer Liability on Acceptances,-,-,-,-,-
Loans - 1 Yr Growth Rate,-,1.07%,3.53%,-0.28%,3.05%
Loans (Total) / Total Deposits,-,-,-,-,-
Loans (Total) / Total Assets,-,-,-,-,-
"Net Property, Plant & Equipment",34.46B,34.83B,34.96B,34.85B,34.74B
Other Assets (Including Intangibles),252.42B,219.64B,217.16B,246.36B,246.41B
Other Assets,197.77B,163.07B,160.47B,195.17B,194.49B
Intangible Assets,54.66B,56.57B,56.69B,51.19B,51.92B
Interest Receivables,125.25B,116.4B,102.57B,152.21B,145.44B
Total Assets,3.68T,3.76T,3.74T,3.95T,3.84T
Assets - Total Growth,-,1.99%,-0.37%,5.64%,-2.87%
Return On Average Assets,-,-,-,-,1.35%
