Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,295.28M,276.15M,194.48M,201.77M,273.71M
Cash & Short Term Investments Growth,-,-6.48%,-29.58%,3.75%,35.66%
Cash Only,295.28M,276.15M,194.48M,201.77M,273.71M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,6.25%,5.84%,4.11%,4.11%,5.37%
Total Accounts Receivable,625.19M,601.35M,550.72M,534.23M,601.64M
Total Accounts Receivable Growth,-,-3.81%,-8.42%,-2.99%,12.62%
"Accounts Receivables, Net",625.19M,601.35M,550.72M,534.23M,575.95M
"Accounts Receivables, Gross",657.32M,631.27M,578.93M,558.64M,575.95M
Bad Debt/Doubtful Accounts,(32.14M),(29.92M),(28.22M),(24.41M),-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.40,1.50,1.62,1.62,1.52
Inventories,457.03M,506.64M,592.15M,664.94M,743.91M
Finished Goods,296.97M,282.37M,265.55M,320.13M,-
Work in Progress,4.65M,3.49M,4M,4.48M,-
Raw Materials,155.42M,220.78M,322.6M,340.34M,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,197.26M,202.11M,209.9M,303.36M,337.91M
Miscellaneous Current Assets,124.85M,124.28M,120.67M,194.46M,337.91M
Total Current Assets,1.57B,1.59B,1.55B,1.7B,1.93B
"Net Property, Plant & Equipment",592.07M,601.72M,623.82M,654.42M,630.5M
"Property, Plant & Equipment - Gross",1.21B,1.22B,1.26B,1.31B,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,194.39M,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,622.14M,616.72M,633.63M,652.14M,-
Total Investments and Advances,69.24M,80.07M,68.6M,68.5M,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,6.21M,7.27M,7.59M,7.02M,8.84M
Intangible Assets,2.32B,2.3B,2.32B,2.3B,2.28B
Net Goodwill,1.93B,1.92B,1.95B,1.95B,-
Net Other Intangibles,392.58M,375.4M,-,-,-
Other Assets,85.46M,75.66M,89.35M,93.88M,251.49M
Total Assets,4.73B,4.73B,4.73B,4.91B,5.1B
Total Assets Growth,-,0.02%,0.12%,3.60%,3.89%
