Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Total Cash & Due from Banks,17.4B,13.59B,7.89B,14.96B,9.63B
Cash & Due from Banks Growth,-,-21.88%,-41.97%,89.67%,-35.64%
Investments - Total,93.54B,113.25B,137.06B,133.67B,130.59B
Investments Growth,-,21.07%,21.02%,-2.47%,-2.31%
Trading Account Securities,-,-,-,-,-
Federal Funds Sold & Securities Purchased,-,-,-,-,-
Federal Funds Sold,-,-,-,-,-
Securities Bought Under Resale Agreement,-,-,-,-,-
Treasury Securities,-,-,-,-,-
Federal Agency Securities,-,-,-,-,-
State & Municipal Securities,-,-,-,-,-
Mortgage Backed Securities,-,-,-,-,-
Other Securities,-,-,-,-,-
Other Investments,8.8B,7.52B,10.92B,8.5B,7.97B
Net Loans,50.36B,61.09B,65.85B,68.24B,70.41B
Gross Loans - Net of Unearned Income,50.75B,61.49B,-,-,-
Commercial & Industrial Loans,40.8B,41.39B,52.25B,54.32B,56.1B
Consumer & Installment Loans,-,-,-,-,-
Real Estate Mortgage Loans,5.25B,11.23B,11.46B,11.77B,12.33B
Lease Financing Loans,-,-,-,-,-
Foreign Loans,-,-,-,-,-
Broker & Financial Institution Loans,-,-,-,-,-
Unspecified/Other Loans,4.7B,8.87B,8.65B,9.22B,1.98B
Unearned Income,-,-,-,-,-
Loan Loss Allowances (Reserves),(396M),(398M),(422M),(421M),(545M)
Customer Liability on Acceptances,-,-,-,-,-
Loans - 1 Yr Growth Rate,-,21.31%,7.80%,3.63%,3.17%
Loans (Total) / Total Deposits,-,-,-,-,-
Loans (Total) / Total Assets,-,-,-,-,-
"Net Property, Plant & Equipment",421M,559M,583M,585M,599M
Other Assets (Including Intangibles),575M,1.16B,1.18B,1.12B,1.14B
Other Assets,375M,660M,643M,592M,614M
Intangible Assets,200M,500M,535M,529M,523M
Interest Receivables,342M,401M,470M,480M,539M
Total Assets,163.4B,191B,212B,220.36B,214.39B
Assets - Total Growth,-,16.89%,11.00%,3.94%,-2.71%
Return On Average Assets,-,-,-,-,1.12%
