Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,149.8M,180M,240.6M,174.4M,639.7M
Cash & Short Term Investments Growth,-,20.16%,33.67%,-27.51%,266.80%
Cash Only,149.8M,180M,240.6M,174.4M,639.7M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,2.03%,2.44%,3.01%,2.20%,7.58%
Total Accounts Receivable,386.2M,407M,405.5M,407.1M,405.8M
Total Accounts Receivable Growth,-,5.39%,-0.37%,0.39%,-0.32%
"Accounts Receivables, Net",386.2M,407M,405.5M,407.1M,405.8M
"Accounts Receivables, Gross",389.9M,410.1M,411M,411.4M,409.9M
Bad Debt/Doubtful Accounts,(3.7M),(3.1M),(5.5M),(4.3M),(4.1M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,3.29,3.22,3.38,3.19,3.27
Inventories,555.8M,552.7M,535.4M,598.8M,663M
Finished Goods,396.5M,394.5M,379.2M,435.3M,477.6M
Work in Progress,39.3M,41.1M,40M,41.3M,43.5M
Raw Materials,120M,117.1M,116.2M,122.2M,141.9M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,36.9M,37.1M,51.9M,41.5M,42.2M
Miscellaneous Current Assets,36.9M,37.1M,51.9M,41.5M,42.2M
Total Current Assets,1.13B,1.18B,1.23B,1.22B,1.75B
"Net Property, Plant & Equipment",785.9M,782.5M,812.1M,807.6M,824.4M
"Property, Plant & Equipment - Gross",1.57B,1.57B,1.61B,1.62B,1.65B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,105.5M,108.3M,107.8M,109.2M,110.7M
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,780.5M,791.4M,800.1M,815.8M,827M
Total Investments and Advances,9.9M,9M,9.1M,10.8M,12.2M
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,5.28B,5.25B,5.77B,5.74B,5.71B
Net Goodwill,2.23B,2.23B,2.27B,2.27B,2.27B
Net Other Intangibles,3.05B,3.02B,-,-,-
Other Assets,165M,164.3M,173.1M,162.5M,152.2M
Total Assets,7.37B,7.38B,8B,7.94B,8.44B
Total Assets Growth,-,0.18%,8.32%,-0.69%,6.34%
