Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,16.88B,16B,15.5B,15.74B,16.43B
Cash & Short Term Investments Growth,-,-5.16%,-3.12%,1.52%,4.39%
Cash Only,14.12B,12.98B,12.48B,13.1B,13.23B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,44.17%,43.13%,40.62%,42.24%,42.90%
Total Accounts Receivable,1.33B,1.48B,1.36B,1.69B,1.39B
Total Accounts Receivable Growth,-,11.37%,-8.25%,24.69%,-17.91%
"Accounts Receivables, Net",590M,615M,573M,784M,766M
"Accounts Receivables, Gross",590M,615M,573M,784M,766M
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,738M,864M,-,-,-
Accounts Receivable Turnover,3.02,3.16,3.72,2.77,4.84
Inventories,464M,511M,537M,623M,751M
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,464M,511M,537M,623M,751M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,521M,560M,638M,767M,825M
Miscellaneous Current Assets,521M,560M,638M,767M,825M
Total Current Assets,19.19B,18.55B,18.04B,18.82B,19.4B
"Net Property, Plant & Equipment",17.21B,16.67B,16.43B,16.49B,17.09B
"Property, Plant & Equipment - Gross",29.41B,29.16B,29.16B,29.44B,30.31B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,12.2B,12.5B,12.73B,12.95B,13.22B
Total Investments and Advances,486M,595M,479M,326M,221M
Other Long-Term Investments,486M,595M,479M,326M,221M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,1.27B,1.27B,1.27B,1.27B,1.27B
Net Goodwill,970M,970M,970M,970M,970M
Net Other Intangibles,295M,295M,-,-,-
Other Assets,56M,29M,108M,357M,331M
Total Assets,38.21B,37.11B,38.17B,37.26B,38.3B
Total Assets Growth,-,-2.87%,2.85%,-2.37%,2.79%
