Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,2.06B,2.01B,2.25B,2.09B,2.36B
Cash & Short Term Investments Growth,-,-2.45%,12.03%,-7.16%,12.78%
Cash Only,2.06B,2.01B,2.25B,2.09B,2.36B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,15.81%,14.93%,16.79%,14.69%,16.02%
Total Accounts Receivable,2.79B,3.17B,2.93B,3.74B,4.05B
Total Accounts Receivable Growth,-,13.72%,-7.64%,27.78%,8.23%
"Accounts Receivables, Net",2.79B,3.17B,2.93B,3.74B,4.05B
"Accounts Receivables, Gross",2.88B,3.26B,3.03B,3.86B,4.17B
Bad Debt/Doubtful Accounts,(92.1M),(90.72M),(98.72M),(118.91M),(124.84M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,0.24,0.24,0.27,0.21,0.21
Inventories,-,-,-,-,-
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,407.69M,345.83M,304.18M,346.17M,418.45M
Miscellaneous Current Assets,407.69M,345.83M,304.18M,346.17M,418.45M
Total Current Assets,5.25B,5.52B,5.48B,6.18B,6.82B
"Net Property, Plant & Equipment",216.68M,220.64M,321.07M,254.43M,260.59M
"Property, Plant & Equipment - Gross",-,-,649.92M,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,472.15M,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,328.85M,-,-
Total Investments and Advances,44.26M,47.46M,78.92M,107.06M,142.07M
Other Long-Term Investments,32.4M,35.6M,26.9M,36M,75M
Long-Term Note Receivables,-,-,38.9M,-,-
Intangible Assets,7.32B,7.47B,7.41B,7.5B,7.3B
Net Goodwill,5.06B,5.1B,5.08B,5.18B,5.08B
Net Other Intangibles,2.27B,2.37B,-,-,-
Other Assets,188.05M,190.27M,69.16M,188.5M,187.48M
Total Assets,13.03B,13.45B,13.4B,14.22B,14.71B
Total Assets Growth,-,3.28%,-0.37%,6.09%,3.44%
