Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,3.19B,3.05B,2.73B,2.91B,1.84B
Cash & Short Term Investments Growth,-,-4.30%,-10.46%,6.56%,-36.76%
Cash Only,2.05B,1.61B,1.25B,2.09B,1.38B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,50.51%,46.11%,42.98%,44.48%,10.38%
Total Accounts Receivable,590.94M,912.33M,752.8M,684.35M,875.1M
Total Accounts Receivable Growth,-,54.39%,-17.49%,-9.09%,27.87%
"Accounts Receivables, Net",590.94M,912.33M,752.8M,684.35M,735M
"Accounts Receivables, Gross",591.29M,912.68M,753.15M,684.7M,736.3M
Bad Debt/Doubtful Accounts,(350K),(350K),(350K),(350K),(1.3M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.38,0.94,1.20,1.36,1.26
Inventories,11.49M,12.58M,11.68M,13.22M,-
Finished Goods,10.69M,9.93M,10.14M,11.4M,-
Work in Progress,-,-,-,-,-
Raw Materials,798K,2.65M,1.54M,1.83M,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,211.23M,254.05M,192.41M,249.21M,319.5M
Miscellaneous Current Assets,211.23M,254.05M,192.41M,249.21M,319.5M
Total Current Assets,4B,4.23B,3.69B,3.86B,3.04B
"Net Property, Plant & Equipment",388.34M,439.98M,448.45M,459.25M,607M
"Property, Plant & Equipment - Gross",-,-,-,723.35M,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,241.34M,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,-,264.11M,-
Total Investments and Advances,113.1M,113.53M,115.61M,119.59M,135M
Other Long-Term Investments,113.1M,113.53M,115.61M,119.59M,135M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,1.56B,1.57B,1.69B,1.7B,13.51B
Net Goodwill,645.59M,662.59M,680M,674.55M,7.23B
Net Other Intangibles,912.91M,909.56M,-,-,-
Other Assets,173.13M,187.53M,334.31M,337.96M,350.2M
Total Assets,6.31B,6.62B,6.36B,6.55B,17.74B
Total Assets Growth,-,4.83%,-3.94%,2.96%,171.07%
